folio,line,type,word,pre_text,after_text
070v,N019,#slong,|s|ew,,ew
070v,N019,#slong,|s|ey,,ey
070v,N019,#slong,ge|s|otten,ge,otten
070v,N020,#slong,|s|eich,,eich
070v,N020,#slong,|s|chu|s||s|el,,chu|s||s|el
070v,N020,#slong,|s|chu|s||s|el,|s|chu,|s|el
070v,N020,#slong,|s|chu|s||s|el,|s|chu|s|,el
070v,N023,#slong,gew|s|-s-,gew,-s-
071r,N001,#slong,|s|,,
071r,N002,#slong,|s|ieden,,ieden
071r,N002,#slong,|s|chueben,,chueben
071r,N002,#slong,|s|toß,,toß
071r,N002,#slong,|s|ewdt,,ewdt
071r,N002,#slong,|s|y,,y
071r,N003,#slong,|s|treich-s-,,treich-s-
071r,N003,#slong,gew|s|-s-,gew,-s-
071r,N004,#slong,|s|ten,,ten
071r,N005,#slong,|s|o,,o
071r,N007,#slong,|s|lach,,lach
071r,N008,#slong,|s|neydt,,neydt
071r,N009,#slong,|s|ue|s||s|ew,,ue|s||s|ew
071r,N009,#slong,|s|ue|s||s|ew,|s|ue,|s|ew
071r,N009,#slong,|s|ue|s||s|ew,|s|ue|s|,ew
071r,N009,#slong,va|s|ten,va,ten
071r,N010,#slong,pre|s|t,pre,t
071r,N010,#slong,|s|wein,,wein
071r,N011,#slong,ge|s|ulczt,ge,ulczt
071r,N013,#slong,|s|,,
071r,N013,#slong,|s|tozz,,tozz
071r,N014,#slong,|s|y,,y
071r,N014,#slong,|s|py|s||s|el,,py|s||s|el
071r,N014,#slong,|s|py|s||s|el,|s|py,|s|el
071r,N014,#slong,|s|py|s||s|el,|s|py|s|,el
071r,N014,#slong,|s|y,,y
071r,N014,#slong,|s|chon,,chon
071r,N015,#slong,gew|s|-s-,gew,-s-
071r,N016,#slong,flei|s|ch,flei,ch
071r,N016,#slong,|s|ey,,ey
071r,N017,#slong,haw|s||s|en,haw,|s|en
071r,N017,#slong,haw|s||s|en,haw|s|,en
071r,N019,#slong,ge|s|tee,ge,tee
071r,N019,#slong,ver|s|alcz,ver,alcz
071r,N019,#slong,|s|o,,o
071r,N019,#slong,i|s|t,i,t
071r,N022,#slong,|s|ewd,,ewd
071r,N022,#slong,|s|y,,y
071v,N001,#slong,|s|tupp,,tupp
071v,N003,#slong,|s|eitten,,eitten
071v,N003,#slong,|s|puczig,,puczig
071v,N003,#slong,|s|eynn,,eynn
071v,N005,#slong,|s|treich,,treich
071v,N007,#slong,|s|ey,,ey
071v,N008,#slong,|s|malcz,,malcz
071v,N009,#slong,|s|neydt,,neydt
071v,N011,#slong,|s|ein,,ein
071v,N011,#slong,al|s|o,al,o
071v,N011,#slong,al|s|o,al,o
071v,N014,#slong,|s|chon,,chon
071v,N016,#slong,petter|s|ill,petter,ill
071v,N017,#slong,va|s|t,va,t
071v,N017,#slong,|s|ecz,,ecz
071v,N022,#slong,|s|o,,o
071v,N022,#slong,ge|s|talt,ge,talt
072r,N001,#slong,trey|s||s|ick,trey,|s|ick
072r,N001,#slong,trey|s||s|ick,trey|s|,ick
072r,N003,#slong,|s|czwo,,czwo
072r,N003,#slong,|s|aw,,aw
072r,N004,#slong,|s|ey,,ey
072r,N005,#slong,|s|y,,y
072r,N005,#slong,|s|chon,,chon
072r,N005,#slong,wa|s|-s-er,wa,-s-er
072r,N006,#slong,|s|chaidt,,chaidt
072r,N007,#slong,wei|s|-s-,wei,-s-
072r,N008,#slong,be|s|under,be,under
072r,N008,#slong,we|s|under,we,under
072r,N010,#slong,gew|s|-s-,gew,-s-
072r,N011,#slong,|s|y,,y
072r,N012,#slong,|s|ey,,ey
072r,N012,#slong,|s|chon,,chon
072r,N014,#slong,la|s|-s-,la,-s-
072r,N014,#slong,|s|ieden,,ieden
072r,N015,#slong,|s|chell,,chell
072r,N016,#slong,dy|s|ew,dy,ew
072r,N017,#slong,|s|neyd,,neyd
072r,N017,#slong,Al|s|o,Al,o
072r,N017,#slong,gro|s|-s-,gro,-s-
072r,N019,#slong,|s|chon,,chon
072r,N019,#slong,|s|lach,,lach
072r,N020,#slong,wey|s||s|-s-,wey,|s|-s-
072r,N020,#slong,wey|s||s|-s-,wey|s|,-s-
072r,N023,#slong,|s|ey,,ey
072r,N023,#slong,|s|chonnn,,chonnn
072v,N002,#slong,hai|s||s|em,hai,|s|em
072v,N002,#slong,hai|s||s|em,hai|s|,em
072v,N002,#slong,wa|s|-s-er,wa,-s-er
072v,N002,#slong,|s|ey,,ey
072v,N002,#slong,wey|s|-s-,wey,-s-
072v,N003,#slong,|s|ieden,,ieden
072v,N004,#slong,aw|s|-s-,aw,-s-
072v,N005,#slong,e|s||s|ach,e,|s|ach
072v,N005,#slong,e|s||s|ach,e|s|,ach
072v,N006,#slong,au|s|-s-,au,-s-
072v,N008,#slong,|s|y,,y
072v,N009,#slong,|s|toz,,toz
072v,N011,#slong,|s|ewdt,,ewdt
072v,N012,#slong,wa|s|-s-er,wa,-s-er
072v,N012,#slong,|s|tupp,,tupp
072v,N014,#slong,|s|chon,,chon
072v,N015,#slong,ro|s|t,ro,t
072v,N015,#slong,be|s|,be,
072v,N016,#slong,i|s|t,i,t
072v,N017,#slong,|s|chu|s||s|el,,chu|s||s|el
072v,N017,#slong,|s|chu|s||s|el,|s|chu,|s|el
072v,N017,#slong,|s|chu|s||s|el,|s|chu|s|,el
072v,N017,#slong,ge|s|otten,ge,otten
072v,N018,#slong,|s|y,,y
072v,N019,#slong,ge|s|prechen,ge,prechen
072v,N022,#slong,|s|eniff,,eniff
072v,N022,#slong,|s|eniff,,eniff
072v,N022,#slong,|s|am,,am
072v,N022,#slong,|s|awberr,,awberr
072v,N023,#slong,|s|toz,,toz
073r,N001,#slong,|s|ey,,ey
073r,N001,#slong,|s|toz,,toz
073r,N002,#slong,mi|s|ch,mi,ch
073r,N003,#slong,|s|am,,am
073r,N003,#slong,va|s|t,va,t
073r,N005,#slong,|s|o,,o
073r,N006,#slong,|s|o,,o
073r,N006,#slong,ha|s|tw,ha,tw
073r,N006,#slong,|s|eniff,,eniff
073r,N008,#slong,e|s||s|eich,e,|s|eich
073r,N008,#slong,e|s||s|eich,e|s|,eich
073r,N008,#slong,|s|toz,,toz
073r,N009,#slong,|s|eich-s-,,eich-s-
073r,N010,#slong,|s|enkche-s-,,enkche-s-
073r,N010,#slong,gew|s|-s-,gew,-s-
073r,N012,#slong,|s|ulcz,,ulcz
073r,N013,#slong,ha|s||s|en,ha,|s|en
073r,N013,#slong,ha|s||s|en,ha|s|,en
073r,N013,#slong,|s|tellen,,tellen
073r,N015,#slong,|s|ewd,,ewd
073r,N015,#slong,|s|o,,o
073r,N016,#slong,|s|ich,,ich
073r,N016,#slong,va|s|t,va,t
073r,N016,#slong,cze|s|am,cze,am
073r,N017,#slong,cze|s|neyd,cze,neyd
073r,N017,#slong,|s|pan,,pan
073r,N018,#slong,aw|s|-s-,aw,-s-
073r,N018,#slong,|s|ulcz,,ulcz
073r,N019,#slong,e|s||s|eich,e,|s|eich
073r,N019,#slong,e|s||s|eich,e|s|,eich
073r,N022,#slong,|s|awber,,awber
073r,N022,#slong,|s|peck,,peck
073v,N001,#slong,|s|neyd,,neyd
073v,N001,#slong,wur|s|t,wur,t
073v,N003,#slong,E|s||s|enn,E,|s|enn
073v,N003,#slong,E|s||s|enn,E|s|,enn
073v,N004,#slong,mu|s|-s-,mu,-s-
073v,N006,#slong,|s|lach-s-,,lach-s-
073v,N009,#slong,wa|s|ch,wa,ch
073v,N010,#slong,|s|chon,,chon
073v,N010,#slong,|s|toz,,toz
073v,N010,#slong,|s|chotten,,chotten
073v,N011,#slong,ka|s|-s-,ka,-s-
073v,N011,#slong,|s|chol,,chol
073v,N012,#slong,nu|s|-s-,nu,-s-
073v,N013,#slong,|s|ue|s||s|-s-,,ue|s||s|-s-
073v,N013,#slong,|s|ue|s||s|-s-,|s|ue,|s|-s-
073v,N013,#slong,|s|ue|s||s|-s-,|s|ue|s|,-s-
073v,N014,#slong,ge=w|s|-s-,ge=w,-s-
073v,N014,#slong,|s|y,,y
073v,N014,#slong,cha|s|-s-,cha,-s-
073v,N015,#slong,czi|s||s|er=mu|s|-s-,czi,|s|er=mu|s|-s-
073v,N015,#slong,czi|s||s|er=mu|s|-s-,czi|s|,er=mu|s|-s-
073v,N016,#slong,czi|s||s|er=mu|s|-s-,czi|s||s|er=mu,-s-
073v,N016,#slong,gw|s|ß,gw,ß
073v,N016,#slong,|s|tarck,,tarck
073v,N017,#slong,|s|ey,,ey
073v,N017,#slong,czi|s|err,czi,err
073v,N017,#slong,la|s|-s-,la,-s-
073v,N018,#slong,|s|y,,y
073v,N018,#slong,|s|ieden,,ieden
073v,N018,#slong,|s|y,,y
073v,N018,#slong,verlie|s||s|en,verlie,|s|en
073v,N018,#slong,verlie|s||s|en,verlie|s|,en
073v,N018,#slong,wa|s|ch,wa,ch
073v,N019,#slong,|s|chon,,chon
073v,N019,#slong,la|s|-s-,la,-s-
073v,N019,#slong,|s|ieden,,ieden
073v,N019,#slong,|s|y,,y
073v,N020,#slong,ge|s|otten,ge,otten
073v,N020,#slong,|s|ein,,ein
073v,N020,#slong,|s|o,,o
073v,N020,#slong,|s|y,,y
073v,N021,#slong,mu|s|-s-,mu,-s-
073v,N022,#slong,wey|s|ß,wey,ß
074r,N003,#slong,|s|lach,,lach
074r,N003,#slong,pegew|s|-s-,pegew,-s-
074r,N006,#slong,|s|affrann,,affrann
074r,N007,#slong,|s|o,,o
074r,N008,#slong,ha|s|t,ha,t
074r,N010,#slong,|s|ill,,ill
074r,N011,#slong,|s|lach,,lach
074r,N013,#slong,pegew|s|-s-,pegew,-s-
074r,N015,#slong,|s|warcze,,warcze
074r,N016,#slong,|s|chuffel,,chuffel
074r,N017,#slong,|s|warcz,,warcz
074r,N017,#slong,ha|s|tude-s-,ha,tude-s-
074r,N018,#slong,|s|o,,o
074r,N019,#slong,|s|warcz,,warcz
074r,N020,#slong,|s|toz,,toz
074r,N021,#slong,mor|s|ar,mor,ar
074r,N021,#slong,|s|lach,,lach
074r,N022,#slong,pegew|s|-s-,pegew,-s-
074r,N023,#slong,ge|s|criben,ge,criben
074r,N023,#slong,|s|tett,,tett
074r,N023,#slong,|s|pick,,pick
074v,N001,#slong,|s|y,,y
074v,N001,#slong,wey|s||s|en,wey,|s|en
074v,N001,#slong,wey|s||s|en,wey|s|,en
074v,N002,#slong,|s|warcz,,warcz
074v,N002,#slong,|s|ilbren,,ilbren
074v,N003,#slong,|s|ilbrenn,,ilbrenn
074v,N004,#slong,|s|all|s|en,,all|s|en
074v,N004,#slong,|s|all|s|en,|s|all,en
074v,N005,#slong,|s|ulczen,,ulczen
074v,N006,#slong,|s|lach,,lach
074v,N008,#slong,e|s||s|eich,e,|s|eich
074v,N008,#slong,e|s||s|eich,e|s|,eich
074v,N008,#slong,-S-al|s|en,-S-al,en
074v,N008,#slong,wey|s||s|en,wey,|s|en
074v,N008,#slong,wey|s||s|en,wey|s|,en
074v,N009,#slong,wali|s|chew,wali,chew
074v,N010,#slong,|s|lach-s-,,lach-s-
074v,N012,#slong,ha|s|tu,ha,tu
074v,N012,#slong,|s|al|s||s|en,,al|s||s|en
074v,N012,#slong,|s|al|s||s|en,|s|al,|s|en
074v,N012,#slong,|s|al|s||s|en,|s|al|s|,en
074v,N013,#slong,|s|al|s|en,,al|s|en
074v,N013,#slong,|s|al|s|en,|s|al,en
074v,N014,#slong,petter|s|ill,petter,ill
074v,N015,#slong,|s|lach,,lach
074v,N016,#slong,e|s||s|eich,e,|s|eich
074v,N016,#slong,e|s||s|eich,e|s|,eich
074v,N016,#slong,|s|o,,o
074v,N017,#slong,|s|o,,o
074v,N017,#slong,mag|s|tu,mag,tu
074v,N017,#slong,gruen|s|-s-,gruen,-s-
074v,N018,#slong,i|s|t,i,t
074v,N019,#slong,|s|ey,,ey
074v,N020,#slong,|s|al|s|en,,al|s|en
074v,N020,#slong,|s|al|s|en,|s|al,en
074v,N021,#slong,|s|o,,o
074v,N022,#slong,|s|y,,y
074v,N022,#slong,|s|lach,,lach
074v,N023,#slong,|s|y,,y
074v,N023,#slong,e|s||s|eich,e,|s|eich
074v,N023,#slong,e|s||s|eich,e|s|,eich
075r,N001,#slong,|s|o,,o
075r,N002,#slong,plabmat|s|chir,plabmat,chir
075r,N004,#slong,|s|ewd,,ewd
075r,N004,#slong,|s|y,,y
075r,N005,#slong,|s|toz,,toz
075r,N006,#slong,|s|lach,,lach
075r,N006,#slong,|s|y,,y
075r,N007,#slong,|s|chonn,,chonn
075r,N008,#slong,|s|ewdt,,ewdt
075r,N008,#slong,|s|lach,,lach
075r,N009,#slong,pru|s|t,pru,t
075r,N011,#slong,rei|s|-s-,rei,-s-
075r,N012,#slong,la|s|-s-,la,-s-
075r,N012,#slong,|s|ieden,,ieden
075r,N013,#slong,|s|tatt,,tatt
075r,N014,#slong,va|s|t,va,t
075r,N015,#slong,|s|ieden,,ieden
075r,N015,#slong,|s|o,,o
075r,N017,#slong,|s|weinen-s-,,weinen-s-
075r,N017,#slong,|s|malcz,,malcz
075r,N018,#slong,va|s|t,va,t
075r,N018,#slong,la|s|-s-,la,-s-
075r,N018,#slong,|s|ieden,,ieden
075r,N019,#slong,|s|malcz,,malcz
075r,N020,#slong,|s|o,,o
075r,N020,#slong,i|s|t,i,t
075r,N020,#slong,e|s||s|en,e,|s|en
075r,N020,#slong,e|s||s|en,e|s|,en
075r,N021,#slong,ve|s|ten,ve,ten
075r,N022,#slong,|s|lecht,,lecht
075v,N001,#slong,wi|s||s|en,wi,|s|en
075v,N001,#slong,wi|s||s|en,wi|s|,en
075v,N002,#slong,|s|oll,,oll
075v,N002,#slong,|s|o,,o
075v,N002,#slong,|s|techt,,techt
075v,N003,#slong,|s|wai-s-,,wai-s-
075v,N005,#slong,|s|lacht,,lacht
075v,N007,#slong,au|s|-s-,au,-s-
075v,N007,#slong,wa|s|ch,wa,ch
075v,N008,#slong,|s|chan,,chan
075v,N008,#slong,|s|ewdt,,ewdt
075v,N008,#slong,hau|s|=pre|s||s|empre|s||s|en,hau,=pre|s||s|empre|s||s|en
075v,N009,#slong,hau|s|=pre|s||s|empre|s||s|en,hau|s|=pre,|s|empre|s||s|en
075v,N009,#slong,hau|s|=pre|s||s|empre|s||s|en,hau|s|=pre|s|,empre|s||s|en
075v,N009,#slong,hau|s|=pre|s||s|empre|s||s|en,hau|s|=pre|s||s|empre,|s|en
075v,N009,#slong,hau|s|=pre|s||s|empre|s||s|en,hau|s|=pre|s||s|empre|s|,en
075v,N009,#slong,|s|lach,,lach
075v,N010,#slong,fue|s||s|-s-,fue,|s|-s-
075v,N010,#slong,fue|s||s|-s-,fue|s|,-s-
075v,N011,#slong,|s|ulcz,,ulcz
075v,N011,#slong,chro|s|-s-,chro,-s-
075v,N012,#slong,|s|chon,,chon
075v,N012,#slong,|s|pechk,,pechk
075v,N012,#slong,|s|emell,,emell
075v,N012,#slong,|s|neydt,,neydt
075v,N014,#slong,decze|s|lach,decze,lach
075v,N014,#slong,|s|y,,y
075v,N015,#slong,|s|peck,,peck
075v,N017,#slong,|s|yeden,,yeden
075v,N017,#slong,|s|chon,,chon
075v,N017,#slong,be|s|under,be,under
075v,N018,#slong,wey|s|-s-,wey,-s-
075v,N018,#slong,ge|s|otten,ge,otten
075v,N019,#slong,|s|ey,,ey
075v,N019,#slong,|s|o,,o
075v,N019,#slong,|s|neydt,,neydt
075v,N020,#slong,|s|cheiben,,cheiben
075v,N020,#slong,|s|chu|s||s|el,,chu|s||s|el
075v,N020,#slong,|s|chu|s||s|el,|s|chu,|s|el
075v,N020,#slong,|s|chu|s||s|el,|s|chu|s|,el
075v,N021,#slong,|s|o,,o
075v,N022,#slong,|s|o,,o
075v,N023,#slong,e|s||s|enn,e,|s|enn
075v,N023,#slong,e|s||s|enn,e|s|,enn
076r,N001,#slong,|s|y,,y
076r,N001,#slong,al|s|o,al,o
076r,N001,#slong,|s|peck,,peck
076r,N002,#slong,|s|emell,,emell
076r,N002,#slong,|s|neydt,,neydt
076r,N002,#slong,|s|peck,,peck
076r,N005,#slong,mi|s|ch,mi,ch
076r,N006,#slong,|s|malcz,,malcz
076r,N009,#slong,|s|o,,o
076r,N009,#slong,|s|lach,,lach
076r,N010,#slong,|s|am,,am
076r,N010,#slong,ro|s|t,ro,t
076r,N013,#slong,cze=preg|s|t,cze=preg,t
076r,N013,#slong,i|s|t,i,t
076r,N013,#slong,|s|o,,o
076r,N014,#slong,|s|neydt,,neydt
076r,N014,#slong,|s|cheiben,,cheiben
076r,N014,#slong,|s|chu|s||s|ell,,chu|s||s|ell
076r,N014,#slong,|s|chu|s||s|ell,|s|chu,|s|ell
076r,N014,#slong,|s|chu|s||s|ell,|s|chu|s|,ell
076r,N015,#slong,|s|ney|s|t,,ney|s|t
076r,N015,#slong,|s|ney|s|t,|s|ney,t
076r,N015,#slong,|s|toz,,toz
076r,N017,#slong,|s|o,,o
076r,N019,#slong,cze=|s|am,cze=,am
076r,N019,#slong,|s|ewdt,,ewdt
076r,N020,#slong,ge|s|otten,ge,otten
076r,N020,#slong,i|s|t,i,t
076r,N020,#slong,|s|o,,o
076r,N021,#slong,|s|toz,,toz
076r,N022,#slong,|s|chlach-s-,,chlach-s-
076r,N022,#slong,|s|emell,,emell
076r,N023,#slong,|s|lach,,lach
076v,N001,#slong,|s|malcz,,malcz
076v,N001,#slong,|s|o,,o
076v,N004,#slong,|s|ey,,ey
076v,N006,#slong,ha|s|tu,ha,tu
076v,N006,#slong,|s|o,,o
076v,N007,#slong,|s|tat,,tat
076v,N007,#slong,|s|malcz,,malcz
076v,N008,#slong,|s|o,,o
076v,N008,#slong,|s|lecht,,lecht
076v,N009,#slong,|s|tra,,tra
076v,N011,#slong,|s|ewdt,,ewdt
076v,N011,#slong,|s|y,,y
076v,N013,#slong,|s|o,,o
076v,N013,#slong,ha|s|tu,ha,tu
076v,N014,#slong,mue|s|-s-,mue,-s-
076v,N015,#slong,wa|s|ch,wa,ch
076v,N015,#slong,|s|chon,,chon
076v,N015,#slong,|s|ewd-s-,,ewd-s-
076v,N016,#slong,|s|affrann,,affrann
076v,N017,#slong,petter|s|ill,petter,ill
076v,N018,#slong,|s|o,,o
076v,N018,#slong,|s|neid,,neid
076v,N019,#slong,|s|chu|s||s|el,,chu|s||s|el
076v,N019,#slong,|s|chu|s||s|el,|s|chu,|s|el
076v,N019,#slong,|s|chu|s||s|el,|s|chu|s|,el
076v,N019,#slong,gew|s|-s-,gew,-s-
076v,N020,#slong,|s|uppen,,uppen
076v,N020,#slong,flei|s|ch,flei,ch
076v,N021,#slong,vinde|s|t,vinde,t
076v,N022,#slong,|s|wai-s-,,wai-s-
076v,N023,#slong,cze|s|warcz,cze,warcz
077r,N001,#slong,|s|ey,,ey
077r,N001,#slong,|s|o,,o
077r,N002,#slong,|s|lach,,lach
077r,N007,#slong,ke|s||s|el,ke,|s|el
077r,N007,#slong,ke|s||s|el,ke|s|,el
077r,N008,#slong,|s|ecz,,ecz
077r,N010,#slong,|s|ieden,,ieden
077r,N010,#slong,|s|tatt,,tatt
077r,N010,#slong,|s|y,,y
077r,N011,#slong,ge|s|otten,ge,otten
077r,N011,#slong,|s|ind,,ind
077r,N011,#slong,|s|o,,o
077r,N012,#slong,au|s|-s-,au,-s-
077r,N012,#slong,la|s|-s-,la,-s-
077r,N013,#slong,|s|peck,,peck
077r,N013,#slong,|s|neydt,,neydt
077r,N018,#slong,|s|uppenn,,uppenn
077r,N020,#slong,la|s|-s-,la,-s-
077r,N020,#slong,|s|ieden,,ieden
077r,N020,#slong,|s|tatt,,tatt
077r,N021,#slong,ver|s|otten,ver,otten
077r,N022,#slong,aw|s|-s-,aw,-s-
077r,N022,#slong,la|s|-s-,la,-s-
077r,N023,#slong,|s|o,,o
077r,N023,#slong,mag|s|tu,mag,tu
077r,N023,#slong,|s|ieden,,ieden
077v,N002,#slong,|s|czwiuall,,czwiuall
077v,N003,#slong,fe|s|tz,fe,tz
077v,N004,#slong,flei|s|ch,flei,ch
077v,N004,#slong,|s|wercz,,wercz
077v,N006,#slong,|s|o,,o
077v,N006,#slong,ha|s|tu,ha,tu
077v,N007,#slong,pru|s|tell,pru,tell
077v,N007,#slong,|s|neydt,,neydt
077v,N008,#slong,flei|s|ch,flei,ch
077v,N009,#slong,|s|olt,,olt
077v,N009,#slong,flei|s|ch,flei,ch
077v,N010,#slong,i|s|t,i,t
077v,N010,#slong,|s|tucken,,tucken
077v,N011,#slong,flei|s|ch,flei,ch
077v,N011,#slong,e|s||s|eich,e,|s|eich
077v,N011,#slong,e|s||s|eich,e|s|,eich
077v,N012,#slong,|s|waiß,,waiß
077v,N013,#slong,flei|s|ch,flei,ch
077v,N014,#slong,la|s|-s-,la,-s-
077v,N014,#slong,|s|ieden,,ieden
077v,N014,#slong,|s|peck,,peck
077v,N015,#slong,|s|o,,o
077v,N015,#slong,ha|s|t,ha,t
077v,N016,#slong,furhe|s||s|-s-,furhe,|s|-s-
077v,N016,#slong,furhe|s||s|-s-,furhe|s|,-s-
077v,N017,#slong,ka|s|-s-,ka,-s-
077v,N019,#slong,|s|chon,,chon
077v,N020,#slong,|s|enck,,enck
077v,N020,#slong,wa|s|-s-er,wa,-s-er
077v,N020,#slong,la|s|-s-,la,-s-
077v,N020,#slong,ver|s|ieden,ver,ieden
077v,N021,#slong,|s|loch-s-,,loch-s-
077v,N021,#slong,|s|chonn,,chonn
077v,N022,#slong,wey|s|-s-,wey,-s-
077v,N023,#slong,|s|chonn,,chonn
078r,N001,#slong,|s|alcz,,alcz
078r,N001,#slong,|s|lach-s-,,lach-s-
078r,N001,#slong,|s|chu|s||s|el,,chu|s||s|el
078r,N001,#slong,|s|chu|s||s|el,|s|chu,|s|el
078r,N001,#slong,|s|chu|s||s|el,|s|chu|s|,el
078r,N002,#slong,ka|s|-s-,ka,-s-
078r,N003,#slong,|s|ey,,ey
078r,N003,#slong,gro|s|-s-,gro,-s-
078r,N003,#slong,nu|s|-s-,nu,-s-
078r,N004,#slong,|s|ey,,ey
078r,N004,#slong,|s|ue|s||s|-s-,,ue|s||s|-s-
078r,N004,#slong,|s|ue|s||s|-s-,|s|ue,|s|-s-
078r,N004,#slong,|s|ue|s||s|-s-,|s|ue|s|,-s-
078r,N005,#slong,gew|s|-s-,gew,-s-
078r,N005,#slong,nu|s|-s-,nu,-s-
078r,N006,#slong,we|s|teck,we,teck
078r,N006,#slong,|s|chon,,chon
078r,N006,#slong,|s|o,,o
078r,N006,#slong,i|s|t,i,t
078r,N007,#slong,rei|s|-s-,rei,-s-
078r,N008,#slong,|s|chonn,,chonn
078r,N009,#slong,|s|ewdt,,ewdt
078r,N009,#slong,|s|ein,,ein
078r,N010,#slong,|s|lach,,lach
078r,N011,#slong,gew|s|-s-,gew,-s-
078r,N013,#slong,wa|s|ch,wa,ch
078r,N013,#slong,|s|chon,,chon
078r,N014,#slong,|s|ewd-s-,,ewd-s-
078r,N014,#slong,|s|chon,,chon
078r,N014,#slong,|s|y,,y
078r,N015,#slong,|s|ein,,ein
078r,N016,#slong,|s|y,,y
078r,N016,#slong,au|s||s|-s-,au,|s|-s-
078r,N016,#slong,au|s||s|-s-,au|s|,-s-
078r,N016,#slong,la|s|-s-,la,-s-
078r,N017,#slong,|s|chu|s||s|el,,chu|s||s|el
078r,N017,#slong,|s|chu|s||s|el,|s|chu,|s|el
078r,N017,#slong,|s|chu|s||s|el,|s|chu|s|,el
078r,N017,#slong,|s|chon,,chon
078r,N018,#slong,|s|to|s||s|el,,to|s||s|el
078r,N018,#slong,|s|to|s||s|el,|s|to,|s|el
078r,N018,#slong,|s|to|s||s|el,|s|to|s|,el
078r,N018,#slong,|s|chon,,chon
078r,N018,#slong,|s|o,,o
078r,N019,#slong,darffe|s|t,darffe,t
078r,N019,#slong,|s|lachen,,lachen
078r,N019,#slong,|s|y,,y
078r,N020,#slong,|s|o,,o
078r,N020,#slong,|s|treich,,treich
078r,N020,#slong,|s|y,,y
078r,N020,#slong,|s|y,,y
078r,N020,#slong,wei|s|-s-,wei,-s-
078r,N023,#slong,arbay|s||s|en,arbay,|s|en
078r,N023,#slong,arbay|s||s|en,arbay|s|,en
078v,N001,#slong,hay|s||s|-s-,hay,|s|-s-
078v,N001,#slong,hay|s||s|-s-,hay|s|,-s-
078v,N002,#slong,i|s|t,i,t
078v,N002,#slong,mu|s|-s-,mu,-s-
078v,N002,#slong,|s|uppen,,uppen
078v,N003,#slong,|s|o,,o
078v,N004,#slong,wa|s|-s-er,wa,-s-er
078v,N004,#slong,mi|s|cht,mi,cht
078v,N006,#slong,|s|am,,am
078v,N006,#slong,haymi|s|che,haymi,che
078v,N006,#slong,|s|oll,,oll
078v,N007,#slong,|s|ein,,ein
078v,N008,#slong,|s|weinne-s-,,weinne-s-
078v,N008,#slong,|s|malcz,,malcz
078v,N009,#slong,ge|s|to|s||s|en,ge,to|s||s|en
078v,N009,#slong,ge|s|to|s||s|en,ge|s|to,|s|en
078v,N009,#slong,ge|s|to|s||s|en,ge|s|to|s|,en
078v,N009,#slong,a|s|uil,a,uil
078v,N011,#slong,be|s|treich-s-,be,treich-s-
078v,N011,#slong,|s|malcz,,malcz
078v,N012,#slong,|s|tra,,tra
078v,N013,#slong,al|s|o,al,o
078v,N013,#slong,al|s|lang,al,lang
078v,N013,#slong,|s|y,,y
078v,N014,#slong,leg|s|t,leg,t
078v,N014,#slong,ha|s|t,ha,t
078v,N016,#slong,i|s|t,i,t
078v,N016,#slong,|s|oll,,oll
078v,N016,#slong,al|s|lang,al,lang
078v,N016,#slong,|s|ein,,ein
078v,N017,#slong,vnttri|s|t,vnttri,t
078v,N019,#slong,|s|chon,,chon
078v,N020,#slong,|s|ecz,,ecz
078v,N020,#slong,la|s|-s-,la,-s-
078v,N021,#slong,ti|s|ch-s-,ti,ch-s-
078v,N022,#slong,ma|s|anczen,ma,anczen
078v,N023,#slong,ka|s|-s-,ka,-s-
079r,N003,#slong,mu|s|-s-,mu,-s-
079r,N004,#slong,la|s|-s-,la,-s-
079r,N005,#slong,|s|ieden,,ieden
079r,N005,#slong,|s|to|s|-s-,,to|s|-s-
079r,N005,#slong,|s|to|s|-s-,|s|to,-s-
079r,N005,#slong,|s|lach-s-,,lach-s-
079r,N006,#slong,la|s|-s-,la,-s-
079r,N006,#slong,|s|ieden,,ieden
079r,N006,#slong,wali|s|ch,wali,ch
079r,N006,#slong,nu|s|-s-,nu,-s-
079r,N006,#slong,|s|chell,,chell
079r,N007,#slong,|s|chonn,,chonn
079r,N007,#slong,e|s||s|en,e,|s|en
079r,N007,#slong,e|s||s|en,e|s|,en
079r,N007,#slong,|s|y,,y
079r,N008,#slong,hier|s|prein,hier,prein
079r,N008,#slong,|s|chon,,chon
079r,N010,#slong,ge|s|otten,ge,otten
079r,N010,#slong,i|s|t,i,t
079r,N010,#slong,|s|o,,o
079r,N011,#slong,nu|s|-s-,nu,-s-
079r,N012,#slong,|s|ue|s|-s-,,ue|s|-s-
079r,N012,#slong,|s|ue|s|-s-,|s|ue,-s-
079r,N012,#slong,|s|ey,,ey
079r,N012,#slong,|s|alcz,,alcz
079r,N012,#slong,ma|s||s|en,ma,|s|en
079r,N012,#slong,ma|s||s|en,ma|s|,en
079r,N013,#slong,nu|s|-s-,nu,-s-
079r,N013,#slong,la|s|-s-,la,-s-
079r,N013,#slong,|s|ieden,,ieden
079r,N014,#slong,|s|o,,o
079r,N014,#slong,nu|s|-s-,nu,-s-
079r,N014,#slong,|s|ullen,,ullen
079r,N015,#slong,|s|ein,,ein
079r,N017,#slong,mue|s||s|el,mue,|s|el
079r,N017,#slong,mue|s||s|el,mue|s|,el
079r,N017,#slong,petter|s|ill,petter,ill
