folio,initial,medial,final
143r,17.0,11.0,0.0
143v,13.0,12.0,0.0
144r,23.0,18.0,0.0
144v,17.0,18.0,0.0
145r,17.0,11.0,0.0
145v,22.0,17.0,0.0
146r,24.0,16.0,0.0
146v,25.0,14.0,0.0
147r,16.0,8.0,0.0
147v,16.0,3.0,0.0
148r,15.0,14.0,0.0
148v,19.0,6.0,0.0
149r,21.0,14.0,0.0
149v,22.0,11.0,0.0
150r,25.0,17.0,0.0
150v,13.0,12.0,0.0
151r,12.0,8.0,0.0
151v,15.0,11.0,0.0
152r,5.0,5.0,0.0
152v,8.0,2.0,0.0
