folio,initial,medial,final
143r,0,0,6
143v,0,0,4
144r,0,0,6
144v,0,0,4
145r,0,0,5
145v,0,0,4
146r,0,0,5
146v,0,0,3
147r,0,0,8
147v,0,0,4
148r,0,0,2
148v,0,0,3
149r,0,0,1
149v,0,0,2
150v,1,0,9
151r,2,0,13
151v,3,1,21
152r,1,0,21
152v,1,0,7
