,folio,line,type,word,pre_text,after_text,position
562,152r,N020,#slong,|s|chmalcz,,chmalcz,initial
563,152v,N002,#slong,|s|chayd,,chayd,initial
564,152v,N004,#slong,|s|ewde,,ewde,initial
565,152v,N005,#slong,|s|chneyd,,chneyd,initial
566,152v,N006,#slong,gro|s||s|e,gro,|s|e,medial
567,152v,N006,#slong,gro|s||s|e,gro|s|,e,medial
568,152v,N007,#slong,|s|ewd,,ewd,initial
569,152v,N007,#slong,|s|y,,y,initial
570,152v,N007,#slong,|s|,,,initial
571,152v,N008,#slong,|s|o,,o,initial
572,152v,N009,#slong,|s|ewd,,ewd,initial
