folio,line,type,word,pre_text,after_text
211v,N005,#slong,|s|wai-s-,,wai-s-
211v,N005,#slong,hau|s|en,hau,en
211v,N006,#slong,|s|chaiden,,chaiden
211v,N006,#slong,|s|lach-s-,,lach-s-
211v,N006,#slong,|s|o,,o
211v,N007,#slong,mag|s|tu,mag,tu
211v,N007,#slong,|s|wai-s-,,wai-s-
211v,N008,#slong,|s|o,,o
211v,N009,#slong,|s|toß,,toß
211v,N009,#slong,|s|o,,o
211v,N011,#slong,|s|altz,,altz
211v,N011,#slong,|s|ey,,ey
211v,N011,#slong,|s|troeu,,troeu
211v,N014,#slong,wa|s|ch,wa,ch
211v,N014,#slong,|s|chon,,chon
211v,N015,#slong,wa|s||s|er,wa,|s|er
211v,N015,#slong,wa|s||s|er,wa|s|,er
211v,N015,#slong,|s|u|s||s|e,,u|s||s|e
211v,N015,#slong,|s|u|s||s|e,|s|u,|s|e
211v,N015,#slong,|s|u|s||s|e,|s|u|s|,e
211v,N016,#slong,|s|ieden,,ieden
211v,N017,#slong,ver|s|iede,ver,iede
211v,N018,#slong,e|s||s|en,e,|s|en
211v,N018,#slong,e|s||s|en,e|s|,en
211v,N018,#slong,|s|emelmel-s-,,emelmel-s-
211v,N019,#slong,|s|o,,o
211v,N019,#slong,|s|ee,,ee
211v,N020,#slong,|s|ieden,,ieden
211v,N021,#slong,weig|s|elmueß,weig,elmueß
211v,N022,#slong,weig|s|eln,weig,eln
211v,N022,#slong,|s|y,,y
211v,N022,#slong,|s|tiln,,tiln
211v,N022,#slong,|s|eud,,eud
212r,N001,#slong,|s|y,,y
212r,N001,#slong,|s|lach,,lach
212r,N001,#slong,|s|y,,y
212r,N002,#slong,|s|emel,,emel
212r,N002,#slong,bro|s|en,bro,en
212r,N003,#slong,|s|malcz,,malcz
212r,N004,#slong,|s|trou,,trou
212r,N005,#slong,|s|o,,o
212r,N008,#slong,|s|malcz,,malcz
212r,N009,#slong,i|s|t,i,t
212r,N010,#slong,ver|s|alcz,ver,alcz
212r,N011,#slong,|s|ol,,ol
212r,N013,#slong,|s|ol,,ol
212r,N014,#slong,|s|ol,,ol
212r,N015,#slong,hir|s|en,hir,en
212r,N016,#slong,|s|eczt,,eczt
212r,N016,#slong,be|s|under,be,under
212r,N016,#slong,|s|chu|s||s|eln,,chu|s||s|eln
212r,N016,#slong,|s|chu|s||s|eln,|s|chu,|s|eln
212r,N016,#slong,|s|chu|s||s|eln,|s|chu|s|,eln
212r,N017,#slong,ha|s|en,ha,en
212r,N018,#slong,geu|s|t,geu,t
212r,N019,#slong,|s|oll,,oll
212r,N020,#slong,|s|alcz,,alcz
212r,N021,#slong,i|s|t,i,t
212r,N021,#slong,ge|s|alczen,ge,alczen
212r,N023,#slong,-S-ulczfi|s|chen,-S-ulczfi,chen
212v,N001,#slong,|s|chueb,,chueb
212v,N002,#slong,|s|chuppen,,chuppen
212v,N002,#slong,|s|eud,,eud
212v,N002,#slong,|s|y,,y
212v,N003,#slong,e|s||s|ich,e,|s|ich
212v,N003,#slong,e|s||s|ich,e|s|,ich
212v,N003,#slong,ui|s|ch,ui,ch
212v,N003,#slong,|s|y,,y
212v,N004,#slong,wa|s|ch,wa,ch
212v,N005,#slong,ui|s|ch,ui,ch
212v,N005,#slong,|s|tuk,,tuk
212v,N005,#slong,|s|y,,y
212v,N006,#slong,|s|chuppen,,chuppen
212v,N006,#slong,ge|s|otten,ge,otten
212v,N006,#slong,|s|ind,,ind
212v,N006,#slong,|s|o,,o
212v,N006,#slong,|s|lach,,lach
212v,N007,#slong,|s|ecz,,ecz
212v,N007,#slong,|s|chonenn,,chonenn
212v,N008,#slong,ke|s||s|el,ke,|s|el
212v,N008,#slong,ke|s||s|el,ke|s|,el
212v,N008,#slong,|s|ieden,,ieden
212v,N008,#slong,|s|o,,o
212v,N009,#slong,gro|s|ten,gro,ten
212v,N009,#slong,|s|tuk,,tuk
212v,N009,#slong,er|s|ten,er,ten
212v,N009,#slong,fi|s|ch,fi,ch
212v,N010,#slong,|s|o,,o
212v,N010,#slong,|s|oltu,,oltu
212v,N010,#slong,|s|y,,y
212v,N010,#slong,va|s|t,va,t
212v,N010,#slong,|s|chau,,chau
212v,N011,#slong,ua|s|t,ua,t
212v,N011,#slong,|s|ieden,,ieden
212v,N011,#slong,la|s||s|en,la,|s|en
212v,N011,#slong,la|s||s|en,la|s|,en
212v,N011,#slong,|s|y,,y
212v,N011,#slong,|s|ullen,,ullen
212v,N012,#slong,|s|ieden,,ieden
212v,N013,#slong,e|s||s|ich,e,|s|ich
212v,N013,#slong,e|s||s|ich,e|s|,ich
212v,N013,#slong,|s|y,,y
212v,N013,#slong,ge|s|otten,ge,otten
212v,N013,#slong,|s|ein,,ein
212v,N013,#slong,|s|o,,o
212v,N014,#slong,|s|ech,,ech
212v,N014,#slong,|s|y,,y
212v,N015,#slong,|s|chaff,,chaff
212v,N015,#slong,wa|s|tu,wa,tu
212v,N015,#slong,ha|s|t,ha,t
212v,N015,#slong,|s|y,,y
212v,N016,#slong,|s|eig,,eig
212v,N017,#slong,|s|ib,,ib
212v,N017,#slong,ha|s|tu,ha,tu
212v,N018,#slong,i|s|t,i,t
212v,N019,#slong,|s|ey,,ey
212v,N019,#slong,uer|s|altz,uer,altz
212v,N020,#slong,ge|s|teen,ge,teen
212v,N020,#slong,wa|s||s|er,wa,|s|er
212v,N020,#slong,wa|s||s|er,wa|s|,er
212v,N021,#slong,-S-ulczfi|s|chen,-S-ulczfi,chen
212v,N022,#slong,wa|s||s|er,wa,|s|er
212v,N022,#slong,wa|s||s|er,wa|s|,er
212v,N022,#slong,|s|eud,,eud
212v,N022,#slong,fi|s|ch,fi,ch
213r,N001,#slong,|s|ey,,ey
213r,N002,#slong,|s|ecz,,ecz
213r,N002,#slong,|s|y,,y
213r,N003,#slong,vi|s|chen,vi,chen
213r,N003,#slong,krep|s|en,krep,en
213r,N003,#slong,|s|ieden,,ieden
213r,N004,#slong,kreu|s||s|en,kreu,|s|en
213r,N004,#slong,kreu|s||s|en,kreu|s|,en
213r,N004,#slong,|s|ol,,ol
213r,N005,#slong,wa|s||s|er,wa,|s|er
213r,N005,#slong,wa|s||s|er,wa|s|,er
213r,N005,#slong,|s|ieden,,ieden
213r,N005,#slong,|s|ol,,ol
213r,N005,#slong,kreu|s||s|en,kreu,|s|en
213r,N005,#slong,kreu|s||s|en,kreu|s|,en
213r,N006,#slong,|s|ieden,,ieden
213r,N006,#slong,|s|o,,o
213r,N007,#slong,|s|y,,y
213r,N007,#slong,|s|ein,,ein
213r,N008,#slong,|s|ieden,,ieden
213r,N009,#slong,|s|chuben,,chuben
213r,N010,#slong,peter|s|ilg,peter,ilg
213r,N010,#slong,ui|s|ch,ui,ch
213r,N010,#slong,|s|eich,,eich
213r,N011,#slong,|s|ib,,ib
213r,N011,#slong,I|s|t,I,t
213r,N011,#slong,fi|s|ch,fi,ch
213r,N011,#slong,|s|chuepen,,chuepen
213r,N011,#slong,ver|s|alczen,ver,alczen
213r,N012,#slong,wa|s||s|er,wa,|s|er
213r,N012,#slong,wa|s||s|er,wa|s|,er
213r,N013,#slong,|s|o,,o
213r,N014,#slong,|s|ol,,ol
213r,N015,#slong,|s|ieden,,ieden
213r,N015,#slong,e|s||s|ich,e,|s|ich
213r,N015,#slong,e|s||s|ich,e|s|,ich
213r,N016,#slong,wa|s||s|er,wa,|s|er
213r,N016,#slong,wa|s||s|er,wa|s|,er
213r,N017,#slong,ge|s|otten,ge,otten
213r,N017,#slong,|s|ey,,ey
213r,N019,#slong,|s|ey,,ey
213v,N001,#slong,|s|tuk,,tuk
213v,N001,#slong,fai|s|t,fai,t
213v,N002,#slong,|s|ieden,,ieden
213v,N002,#slong,|s|tat,,tat
213v,N007,#slong,|s|ol,,ol
213v,N007,#slong,|s|ein,,ein
213v,N008,#slong,|s|lach,,lach
213v,N009,#slong,ge|s|lagen,ge,lagen
213v,N009,#slong,ha|s|t,ha,t
213v,N009,#slong,|s|o,,o
213v,N009,#slong,al|s|o,al,o
213v,N010,#slong,|s|alcz,,alcz
213v,N010,#slong,|s|lach,,lach
213v,N011,#slong,|s|alcz,,alcz
213v,N012,#slong,|s|eiten,,eiten
213v,N013,#slong,|s|ol,,ol
213v,N013,#slong,ge|s|alczen,ge,alczen
213v,N013,#slong,|s|ein,,ein
213v,N013,#slong,zwi|s|chen,zwi,chen
213v,N015,#slong,|s|ein,,ein
213v,N016,#slong,|s|chupp,,chupp
213v,N017,#slong,|s|o,,o
213v,N017,#slong,|s|piß,,piß
213v,N017,#slong,|s|tich,,tich
213v,N017,#slong,|s|o,,o
213v,N018,#slong,al|s|o,al,o
213v,N018,#slong,fi|s|ch,fi,ch
213v,N020,#slong,|s|piß,,piß
213v,N021,#slong,ui|s|ch,ui,ch
213v,N023,#slong,|s|cholt,,cholt
213v,N024,#slong,|s|ieden,,ieden
213v,N024,#slong,|s|o,,o
213v,N024,#slong,|s|ol,,ol
214r,N001,#slong,begie|s||s|en,begie,|s|en
214r,N001,#slong,begie|s||s|en,begie|s|,en
214r,N001,#slong,|s|o,,o
214r,N002,#slong,|s|eudt,,eudt
214r,N002,#slong,|s|ich,,ich
214r,N002,#slong,ui|s|ch,ui,ch
214r,N002,#slong,|s|oltu,,oltu
214r,N003,#slong,|s|ullen,,ullen
214r,N003,#slong,|s|ein,,ein
214r,N003,#slong,|s|oltu,,oltu
214r,N004,#slong,|s|olt,,olt
214r,N005,#slong,gie|s||s|en,gie,|s|en
214r,N005,#slong,gie|s||s|en,gie|s|,en
214r,N005,#slong,hai|s||s|en,hai,|s|en
214r,N005,#slong,hai|s||s|en,hai|s|,en
214r,N005,#slong,|s|o,,o
214r,N006,#slong,|s|tain,,tain
214r,N006,#slong,|s|o,,o
214r,N006,#slong,|s|eut,,eut
214r,N008,#slong,|s|allzen,,allzen
214r,N008,#slong,|s|upplein,,upplein
214r,N010,#slong,|s|allczen,,allczen
214r,N011,#slong,|s|lach,,lach
214r,N011,#slong,e|s||s|ich,e,|s|ich
214r,N011,#slong,e|s||s|ich,e|s|,ich
214r,N011,#slong,|s|o,,o
214r,N011,#slong,|s|y,,y
214r,N011,#slong,|s|charppf,,charppf
214r,N014,#slong,|s|chell,,chell
214r,N014,#slong,|s|chon,,chon
214r,N014,#slong,|s|toß,,toß
214r,N016,#slong,|s|allczen,,allczen
214r,N016,#slong,|s|o,,o
214r,N016,#slong,|s|lach,,lach
214r,N019,#slong,ha|s|tu,ha,tu
214r,N019,#slong,|s|alczen,,alczen
214r,N020,#slong,pach|s|tetenn,pach,tetenn
214r,N021,#slong,|s|tuckenn,,tuckenn
214r,N022,#slong,peter|s|ilg,peter,ilg
214r,N022,#slong,|s|aluej,,aluej
214v,N001,#slong,|s|ch,,ch
214v,N001,#slong,|s|affran,,affran
214v,N001,#slong,|s|alcz,,alcz
214v,N001,#slong,e|s||s|ich,e,|s|ich
214v,N001,#slong,e|s||s|ich,e|s|,ich
214v,N002,#slong,fi|s|ch,fi,ch
214v,N005,#slong,Al|s|o,Al,o
214v,N005,#slong,mag|s|tu,mag,tu
214v,N006,#slong,fi|s|ch,fi,ch
214v,N008,#slong,|s|eud,,eud
214v,N009,#slong,|s|neid,,neid
214v,N009,#slong,|s|eich,,eich
214v,N009,#slong,|s|uppen,,uppen
214v,N011,#slong,|s|malcz,,malcz
214v,N012,#slong,ua|s|t,ua,t
214v,N012,#slong,|s|ieden,,ieden
214v,N012,#slong,|s|o,,o
214v,N012,#slong,gib|s|t,gib,t
214v,N013,#slong,|s|o,,o
214v,N014,#slong,|s|ey,,ey
214v,N016,#slong,muo|s|tu,muo,tu
214v,N016,#slong,|s|iben,,iben
214v,N017,#slong,vinde|s|tu,vinde,tu
214v,N017,#slong,muo|s|t,muo,t
214v,N018,#slong,er|s|ten,er,ten
214v,N018,#slong,finde|s|tu,finde,tu
214v,N019,#slong,|s|umer,,umer
214v,N019,#slong,muo|s|tu,muo,tu
214v,N020,#slong,|s|oltu,,oltu
214v,N021,#slong,|s|ey,,ey
214v,N021,#slong,|s|y,,y
214v,N021,#slong,|s|eyen,,eyen
214v,N021,#slong,|s|toß,,toß
214v,N022,#slong,|s|y,,y
214v,N022,#slong,|s|lehen,,lehen
215r,N001,#slong,|s|o,,o
215r,N002,#slong,|s|o,,o
215r,N002,#slong,|s|u|s|ß,,u|s|ß
215r,N002,#slong,|s|u|s|ß,|s|u,ß
215r,N004,#slong,|s|chimpff,,chimpff
215r,N005,#slong,hai|s||s|et,hai,|s|et
215r,N005,#slong,hai|s||s|et,hai|s|,et
215r,N007,#slong,liecht|s|tain,liecht,tain
215r,N008,#slong,|s|o,,o
215r,N008,#slong,i|s|t,i,t
215r,N008,#slong,|s|ehen,,ehen
215r,N009,#slong,|s|ey,,ey
215r,N009,#slong,ge|s|tirn,ge,tirn
215r,N010,#slong,|s|tet,,tet
215r,N011,#slong,|s|chein,,chein
215r,N011,#slong,|s|tern,,tern
215r,N012,#slong,ge|s|ehen,ge,ehen
215r,N012,#slong,i|s|t,i,t
215r,N012,#slong,|s|tern,,tern
215r,N014,#slong,|s|treytten,,treytten
215r,N016,#slong,aide|s|ch,aide,ch
215r,N016,#slong,|s|malcz,,malcz
215r,N018,#slong,|s|tuben,,tuben
215r,N019,#slong,|s|ich,,ich
215r,N020,#slong,|s|eyn,,eyn
215r,N020,#slong,|s|ilbrein,,ilbrein
215r,N021,#slong,vlei|s|tl,vlei,tl
215v,N001,#slong,|s|altz,,altz
215v,N002,#slong,|s|affar,,affar
215v,N002,#slong,|s|iedt,,iedt
215v,N003,#slong,|s|ten,,ten
215v,N003,#slong,|s|tunnd,,tunnd
215v,N007,#slong,be|s|under,be,under
215v,N007,#slong,kun|s|tlen,kun,tlen
215v,N007,#slong,|s|ulczen,,ulczen
215v,N008,#slong,|s|amen,,amen
215v,N008,#slong,|s|iedt,,iedt
215v,N008,#slong,|s|chueppen,,chueppen
215v,N009,#slong,|s|eich,,eich
215v,N009,#slong,i|s|t,i,t
215v,N011,#slong,helli|s|chen,helli,chen
215v,N012,#slong,|s|wein|s|kopf,,wein|s|kopf
215v,N012,#slong,|s|wein|s|kopf,|s|wein,kopf
215v,N012,#slong,helle|s|ch,helle,ch
215v,N013,#slong,|s|o,,o
215v,N013,#slong,|s|eud,,eud
215v,N013,#slong,er|s|t,er,t
215v,N014,#slong,|s|tat,,tat
215v,N014,#slong,ge|s|otten,ge,otten
215v,N014,#slong,i|s|t,i,t
215v,N014,#slong,|s|o,,o
215v,N015,#slong,ro|s|t,ro,t
215v,N015,#slong,ro|s|t,ro,t
215v,N015,#slong,|s|chon,,chon
215v,N016,#slong,|s|neid,,neid
215v,N016,#slong,|s|ey,,ey
215v,N017,#slong,|s|trouve,,trouve
215v,N017,#slong,au|s||s|en,au,|s|en
215v,N017,#slong,au|s||s|en,au|s|,en
215v,N018,#slong,|s|alzen,,alzen
215v,N018,#slong,|s|chu|s||s|el,,chu|s||s|el
215v,N018,#slong,|s|chu|s||s|el,|s|chu,|s|el
215v,N018,#slong,|s|chu|s||s|el,|s|chu|s|,el
215v,N019,#slong,|s|chutt,,chutt
215v,N021,#slong,au|s||s|en,au,|s|en
215v,N021,#slong,au|s||s|en,au|s|,en
216r,N001,#slong,|s|o,,o
216r,N001,#slong,wel|s|t,wel,t
216r,N002,#slong,ti|s|ch,ti,ch
216r,N002,#slong,|s|o,,o
216r,N002,#slong,|s|toß,,toß
216r,N003,#slong,|s|perre,,perre
216r,N004,#slong,ro|s|chlich,ro,chlich
216r,N005,#slong,e|s||s|en,e,|s|en
216r,N005,#slong,e|s||s|en,e|s|,en
216r,N005,#slong,|s|o,,o
216r,N005,#slong,|s|ich,,ich
216r,N006,#slong,helli|s|ch,helli,ch
216r,N007,#slong,|s|meket,,meket
216r,N008,#slong,i|s|t,i,t
216r,N008,#slong,vn|s|chedlich,vn,chedlich
216r,N011,#slong,|s|o,,o
216r,N011,#slong,|s|toß,,toß
216r,N011,#slong,vnge|s|chelt,vnge,chelt
216r,N011,#slong,wa|s|ch,wa,ch
216r,N012,#slong,|s|ein,,ein
216r,N013,#slong,|s|emelbrot,,emelbrot
216r,N016,#slong,ge|s|otten,ge,otten
216r,N016,#slong,|s|eyn,,eyn
216r,N016,#slong,|s|trei|s|,,trei|s|
216r,N016,#slong,|s|trei|s|,|s|trei,
216r,N016,#slong,|s|treich,,treich
216r,N018,#slong,|s|altz,,altz
216r,N020,#slong,|s|ieden,,ieden
216r,N020,#slong,|s|y,,y
216r,N021,#slong,|s|y,,y
216r,N022,#slong,|s|ol,,ol
216r,N022,#slong,ge|s|talt,ge,talt
216r,N023,#slong,ge|s|chriben,ge,chriben
216r,N023,#slong,|s|tet,,tet
216r,N024,#slong,ge|s|tanden,ge,tanden
216r,N024,#slong,fu|s||s|en,fu,|s|en
216r,N024,#slong,fu|s||s|en,fu|s|,en
216v,N001,#slong,ge|s|tanden,ge,tanden
216v,N002,#slong,|s|chu|s||s|el,,chu|s||s|el
216v,N002,#slong,|s|chu|s||s|el,|s|chu,|s|el
216v,N002,#slong,|s|chu|s||s|el,|s|chu|s|,el
216v,N002,#slong,fu|s||s|en,fu,|s|en
216v,N002,#slong,fu|s||s|en,fu|s|,en
216v,N003,#slong,|s|o,,o
216v,N003,#slong,fu|s|ß,fu,ß
216v,N004,#slong,|s|eud,,eud
216v,N004,#slong,|s|neid,,neid
216v,N004,#slong,|s|nitten,,nitten
216v,N005,#slong,|s|ind,,ind
216v,N005,#slong,ro|s|t,ro,t
216v,N006,#slong,ro|s|t,ro,t
216v,N006,#slong,e|s||s|ich,e,|s|ich
216v,N006,#slong,e|s||s|ich,e|s|,ich
216v,N007,#slong,|s|y,,y
216v,N007,#slong,gero|s|t,gero,t
216v,N007,#slong,|s|eind,,eind
216v,N007,#slong,|s|o,,o
216v,N007,#slong,|s|y,,y
216v,N008,#slong,|s|chi|s||s|el,,chi|s||s|el
216v,N008,#slong,|s|chi|s||s|el,|s|chi,|s|el
216v,N008,#slong,|s|chi|s||s|el,|s|chi|s|,el
216v,N008,#slong,fu|s|ß,fu,ß
216v,N008,#slong,ge|s|otten,ge,otten
216v,N008,#slong,|s|ein,,ein
216v,N009,#slong,|s|toß,,toß
216v,N009,#slong,|s|y,,y
216v,N009,#slong,|s|treich,,treich
216v,N009,#slong,|s|y,,y
216v,N009,#slong,e|s||s|ich,e,|s|ich
216v,N009,#slong,e|s||s|ich,e|s|,ich
216v,N010,#slong,|s|chi|s||s|el,,chi|s||s|el
216v,N010,#slong,|s|chi|s||s|el,|s|chi,|s|el
216v,N010,#slong,|s|chi|s||s|el,|s|chi|s|,el
216v,N011,#slong,e|s||s|ich,e,|s|ich
216v,N011,#slong,e|s||s|ich,e|s|,ich
216v,N012,#slong,|s|treich,,treich
216v,N013,#slong,al|s|o,al,o
216v,N014,#slong,ge|s|to|s|nen,ge,to|s|nen
216v,N014,#slong,ge|s|to|s|nen,ge|s|to,nen
216v,N014,#slong,ge|s|to|s||s|en,ge,to|s||s|en
216v,N014,#slong,ge|s|to|s||s|en,ge|s|to,|s|en
216v,N014,#slong,ge|s|to|s||s|en,ge|s|to|s|,en
216v,N015,#slong,mag|s|t,mag,t
216v,N016,#slong,|s|affrahan,,affrahan
216v,N017,#slong,|s|alcz,,alcz
216v,N018,#slong,|s|auffen,,auffen
216v,N019,#slong,hai|s|t,hai,t
216v,N022,#slong,|s|o,,o
216v,N023,#slong,nimp|s|t,nimp,t
216v,N024,#slong,|s|o,,o
216v,N024,#slong,|s|cheuß,,cheuß
216v,N025,#slong,|s|ten,,ten
217r,N001,#slong,|s|y,,y
217r,N002,#slong,|s|am,,am
217r,N003,#slong,|s|y,,y
217r,N003,#slong,Al|s|o,Al,o
217r,N003,#slong,mag|s|tu,mag,tu
217r,N004,#slong,ha|s|t,ha,t
217r,N004,#slong,i|s|t,i,t
217r,N004,#slong,|s|am,,am
217r,N006,#slong,Kreu|s|chen,Kreu,chen
217r,N007,#slong,kreu|s|chen,kreu,chen
217r,N007,#slong,|s|olt,,olt
217r,N007,#slong,kreu|s||s|en,kreu,|s|en
217r,N007,#slong,kreu|s||s|en,kreu|s|,en
217r,N008,#slong,|s|y,,y
217r,N008,#slong,ge|s|otten,ge,otten
217r,N008,#slong,|s|ey,,ey
217r,N008,#slong,|s|chell,,chell
217r,N009,#slong,|s|y,,y
217r,N010,#slong,e|s||s|ich,e,|s|ich
217r,N010,#slong,e|s||s|ich,e|s|,ich
217r,N012,#slong,|s|ulcz,,ulcz
217r,N012,#slong,fri|s|ch,fri,ch
217r,N012,#slong,brech|s|en,brech,en
217r,N013,#slong,ui|s|ch,ui,ch
217r,N014,#slong,|s|chuob-s-,,chuob-s-
217r,N014,#slong,|s|tucken,,tucken
217r,N014,#slong,|s|ey,,ey
217r,N015,#slong,|s|cheffel,,cheffel
217r,N015,#slong,e|s||s|ich,e,|s|ich
217r,N015,#slong,e|s||s|ich,e|s|,ich
217r,N016,#slong,|s|alcz,,alcz
217r,N016,#slong,|s|auber,,auber
217r,N016,#slong,|s|eud,,eud
217r,N016,#slong,|s|y,,y
217r,N016,#slong,|s|chon,,chon
217r,N016,#slong,|s|y,,y
217r,N016,#slong,ge|s|oten,ge,oten
217r,N017,#slong,|s|ind,,ind
217r,N017,#slong,ge|s|to|s||s|en,ge,to|s||s|en
217r,N017,#slong,ge|s|to|s||s|en,ge|s|to,|s|en
217r,N017,#slong,ge|s|to|s||s|en,ge|s|to|s|,en
217r,N018,#slong,|s|affran,,affran
217r,N019,#slong,ge|s|mach,ge,mach
217r,N020,#slong,ui|s|chen,ui,chen
217r,N020,#slong,fi|s|ch,fi,ch
217r,N020,#slong,|s|chi|s||s|eln,,chi|s||s|eln
217r,N020,#slong,|s|chi|s||s|eln,|s|chi,|s|eln
217r,N020,#slong,|s|chi|s||s|eln,|s|chi|s|,eln
217r,N021,#slong,|s|y,,y
217r,N021,#slong,|s|y,,y
217r,N021,#slong,ge|s|ten,ge,ten
217v,N001,#slong,|s|chweine-s-,,chweine-s-
217v,N001,#slong,flai|s|ch,flai,ch
217v,N001,#slong,|s|neid,,neid
217v,N002,#slong,|s|y,,y
217v,N002,#slong,peter|s|ilg,peter,ilg
217v,N002,#slong,|s|aluej,,aluej
217v,N004,#slong,e|s||s|ich,e,|s|ich
217v,N004,#slong,e|s||s|ich,e|s|,ich
217v,N005,#slong,|s|malcz,,malcz
217v,N006,#slong,ha|s|tunit,ha,tunit
217v,N007,#slong,Al|s|o,Al,o
217v,N009,#slong,|s|weinez,,weinez
217v,N009,#slong,|s|weinn,,weinn
217v,N009,#slong,flai|s|ch,flai,ch
217v,N010,#slong,ge|s|nitten,ge,nitten
217v,N010,#slong,uai|s|t,uai,t
217v,N010,#slong,flai|s|ch,flai,ch
217v,N011,#slong,|s|affran,,affran
217v,N011,#slong,|s|alcz,,alcz
217v,N012,#slong,|s|amen,,amen
217v,N012,#slong,|s|weinen,,weinen
217v,N013,#slong,|s|eud,,eud
217v,N013,#slong,|s|ey,,ey
217v,N013,#slong,ge|s|otten,ge,otten
217v,N014,#slong,|s|o,,o
217v,N014,#slong,|s|neid,,neid
217v,N015,#slong,|s|cheiben,,cheiben
217v,N017,#slong,fri|s|che,fri,che
217v,N018,#slong,|s|tanig,,tanig
217v,N018,#slong,|s|ey,,ey
217v,N018,#slong,|s|neid,,neid
217v,N019,#slong,|s|tuck,,tuck
217v,N019,#slong,|s|y,,y
217v,N019,#slong,ro|s|t,ro,t
217v,N020,#slong,|s|y,,y
217v,N020,#slong,|s|ich,,ich
217v,N020,#slong,ge|s|aubert,ge,aubert
217v,N020,#slong,|s|o,,o
217v,N020,#slong,wa|s|ch,wa,ch
217v,N020,#slong,|s|y,,y
217v,N021,#slong,wa|s||s|er,wa,|s|er
217v,N021,#slong,wa|s||s|er,wa|s|,er
217v,N021,#slong,drey|s|tund,drey,tund
217v,N021,#slong,|s|o,,o
217v,N021,#slong,|s|y,,y
217v,N022,#slong,|s|y,,y
217v,N022,#slong,be|s|neid,be,neid
217v,N022,#slong,|s|y,,y
217v,N022,#slong,|s|chon,,chon
217v,N022,#slong,|s|toß,,toß
218r,N001,#slong,|s|tuk,,tuk
218r,N001,#slong,mor|s|er,mor,er
218r,N002,#slong,|s|amen,,amen
218r,N002,#slong,e|s||s|ich,e,|s|ich
218r,N002,#slong,e|s||s|ich,e|s|,ich
218r,N004,#slong,hir|s|en,hir,en
218r,N005,#slong,|s|wein-s-,,wein-s-
218r,N005,#slong,al|s|o,al,o
218r,N008,#slong,ge|s|oten,ge,oten
218r,N008,#slong,|s|ephen,,ephen
218r,N008,#slong,|s|choephen,,choephen
218r,N009,#slong,|s|aluej,,aluej
218r,N010,#slong,|s|alcz,,alcz
218r,N010,#slong,ge|s|nitten,ge,nitten
218r,N010,#slong,|s|peck,,peck
218r,N011,#slong,|s|affran,,affran
218r,N012,#slong,|s|y,,y
218r,N012,#slong,|s|uppen,,uppen
218r,N013,#slong,|s|y,,y
218r,N013,#slong,|s|o,,o
218r,N013,#slong,|s|y,,y
218r,N014,#slong,|s|toß,,toß
218r,N014,#slong,|s|y,,y
218r,N014,#slong,|s|piß,,piß
218r,N014,#slong,|s|y,,y
218r,N016,#slong,|s|eud-s-,,eud-s-
218r,N016,#slong,vlei|s|ch,vlei,ch
218r,N018,#slong,|s|aluej,,aluej
218r,N019,#slong,ge|s|nitten,ge,nitten
218r,N019,#slong,|s|peck,,peck
218r,N020,#slong,|s|chall,,chall
218r,N020,#slong,|s|tatt,,tatt
218r,N022,#slong,|s|malcz,,malcz
218r,N022,#slong,al|s|o,al,o
218v,N001,#slong,|s|pen,,pen
218v,N003,#slong,|s|in,,in
218v,N004,#slong,|s|aur,,aur
218v,N004,#slong,ge|s|otten,ge,otten
218v,N004,#slong,|s|weinen,,weinen
218v,N005,#slong,och|s|en,och,en
218v,N005,#slong,flei|s|ch,flei,ch
218v,N005,#slong,|s|affran,,affran
218v,N007,#slong,|s|amen,,amen
218v,N007,#slong,|s|o,,o
218v,N009,#slong,|s|amen,,amen
218v,N010,#slong,|s|malcz,,malcz
218v,N011,#slong,|s|pi-s-,,pi-s-
218v,N011,#slong,be|s|lach,be,lach
218v,N012,#slong,|s|picken,,picken
218v,N013,#slong,hai|s|t,hai,t
218v,N015,#slong,|s|neid-s-,,neid-s-
218v,N016,#slong,|s|malcz,,malcz
218v,N016,#slong,|s|alcz,,alcz
218v,N018,#slong,|s|treich,,treich
218v,N018,#slong,|s|y,,y
218v,N018,#slong,|s|idening-s-,,idening-s-
218v,N018,#slong,|s|malcz,,malcz
218v,N018,#slong,|s|chaff,,chaff
218v,N019,#slong,|s|y,,y
218v,N019,#slong,|s|o,,o
218v,N019,#slong,|s|ey,,ey
218v,N019,#slong,ge|s|otten,ge,otten
218v,N019,#slong,|s|o,,o
218v,N020,#slong,hai|s||s|et,hai,|s|et
218v,N020,#slong,hai|s||s|et,hai|s|,et
218v,N021,#slong,al|s|o,al,o
218v,N021,#slong,lambflei|s|ch,lambflei,ch
219r,N001,#slong,beraite|s|t,beraite,t
219r,N002,#slong,|s|o,,o
219r,N002,#slong,|s|oltu,,oltu
219r,N002,#slong,|s|piken,,piken
219r,N003,#slong,|s|malcz,,malcz
219r,N004,#slong,i|s|t,i,t
219r,N004,#slong,|s|o,,o
219r,N005,#slong,e|s||s|ich,e,|s|ich
219r,N005,#slong,e|s||s|ich,e|s|,ich
219r,N006,#slong,|s|amen,,amen
219r,N008,#slong,|s|elben,,elben
219r,N009,#slong,ha|s|en,ha,en
219r,N010,#slong,ha|s|en,ha,en
219r,N013,#slong,|s|pik,,pik
219r,N013,#slong,|s|peck,,peck
219r,N013,#slong,|s|preng,,preng
