,folio,line,type,word,pre_text,after_text,position
587,198r,N003,#slong,|s|pi-s-,,pi-s-,initial
588,198r,N004,#slong,be|s|lach,be,lach,medial
589,198r,N004,#slong,|s|maltz,,maltz,initial
590,198r,N005,#slong,|s|wammen,,wammen,initial
591,198r,N006,#slong,|s|o,,o,initial
592,198r,N008,#slong,|s|y,,y,initial
593,198r,N008,#slong,be|s|ten,be,ten,medial
594,198r,N009,#slong,mag|s|t,mag,t,medial
595,198r,N009,#slong,|s|neit,,neit,initial
596,198r,N009,#slong,|s|y,,y,initial
597,198r,N010,#slong,|s|tuck,,tuck,initial
598,198r,N010,#slong,|s|i,,i,initial
599,198r,N010,#slong,ge|s|nitten,ge,nitten,medial
600,198r,N010,#slong,|s|ind,,ind,initial
601,198r,N010,#slong,be|s|preng,be,preng,medial
602,198r,N010,#slong,|s|i,,i,initial
603,198r,N011,#slong,|s|alcz,,alcz,initial
604,198r,N011,#slong,|s|y,,y,initial
605,198r,N011,#slong,ro|s|t,ro,t,medial
606,198r,N011,#slong,|s|y,,y,initial
607,198r,N012,#slong,|s|tuk,,tuk,initial
608,198r,N012,#slong,I|s|t,I,t,medial
609,198r,N013,#slong,ro|s|t,ro,t,medial
610,198r,N013,#slong,mor|s|er,mor,er,medial
611,198r,N014,#slong,|s|wartz,,wartz,initial
612,198r,N014,#slong,e|s||s|ich,e,|s|ich,medial
613,198r,N014,#slong,e|s||s|ich,e|s|,ich,medial
614,198r,N015,#slong,|s|ey,,ey,initial
615,198r,N015,#slong,ge|s|to|s||s|en,ge,to|s||s|en,medial
616,198r,N015,#slong,ge|s|to|s||s|en,ge|s|to,|s|en,medial
617,198r,N015,#slong,ge|s|to|s||s|en,ge|s|to|s|,en,medial
618,198r,N016,#slong,mu|s|caten,mu,caten,medial
619,198r,N017,#slong,|s|o,,o,initial
620,198r,N018,#slong,|s|charpf,,charpf,initial
621,198r,N018,#slong,e|s||s|ich,e,|s|ich,medial
622,198r,N018,#slong,e|s||s|ich,e|s|,ich,medial
623,198r,N019,#slong,|s|eud,,eud,initial
624,198r,N020,#slong,mor|s|er,mor,er,medial
625,198r,N022,#slong,mor|s|er,mor,er,medial
626,198r,N022,#slong,fri|s|che,fri,che,medial
627,198r,N022,#slong,|s|lach,,lach,initial
628,198r,N023,#slong,ge|s|to|s||s|en,ge,to|s||s|en,medial
629,198r,N023,#slong,ge|s|to|s||s|en,ge|s|to,|s|en,medial
630,198r,N023,#slong,ge|s|to|s||s|en,ge|s|to|s|,en,medial
631,198v,N001,#slong,fai|s|ten,fai,ten,medial
632,198v,N001,#slong,mor|s|er,mor,er,medial
633,198v,N002,#slong,|s|ey,,ey,initial
634,198v,N002,#slong,|s|elben,,elben,initial
635,198v,N002,#slong,tuo|s|t,tuo,t,medial
636,198v,N003,#slong,mor|s|er,mor,er,medial
637,198v,N004,#slong,|s|affran,,affran,initial
638,198v,N004,#slong,|s|altz,,altz,initial
639,198v,N004,#slong,ma|s||s|en,ma,|s|en,medial
640,198v,N004,#slong,ma|s||s|en,ma|s|,en,medial
641,198v,N006,#slong,|s|malcz,,malcz,initial
642,198v,N006,#slong,|s|y,,y,initial
643,198v,N007,#slong,|s|ol,,ol,initial
644,198v,N008,#slong,|s|tainig,,tainig,initial
645,198v,N008,#slong,|s|ey,,ey,initial
646,198v,N009,#slong,|s|neid,,neid,initial
647,198v,N009,#slong,|s|y,,y,initial
648,198v,N009,#slong,|s|tuken,,tuken,initial
649,198v,N009,#slong,|s|y,,y,initial
650,198v,N010,#slong,ro|s|t,ro,t,medial
651,198v,N010,#slong,|s|y,,y,initial
652,198v,N010,#slong,|s|y,,y,initial
653,198v,N010,#slong,|s|ich,,ich,initial
654,198v,N010,#slong,ge|s|aubert,ge,aubert,medial
655,198v,N011,#slong,|s|y,,y,initial
656,198v,N011,#slong,wa|s||s|er,wa,|s|er,medial
657,198v,N011,#slong,wa|s||s|er,wa|s|,er,medial
658,198v,N011,#slong,In|s|ode,In,ode,medial
659,198v,N011,#slong,|s|i,,i,initial
660,198v,N012,#slong,|s|y,,y,initial
661,198v,N012,#slong,|s|y,,y,initial
662,198v,N012,#slong,be|s|neid,be,neid,medial
663,198v,N013,#slong,|s|y,,y,initial
664,198v,N013,#slong,|s|chon,,chon,initial
665,198v,N013,#slong,|s|tuk,,tuk,initial
666,198v,N013,#slong,|s|toß,,toß,initial
667,198v,N014,#slong,mor|s|er,mor,er,medial
668,198v,N014,#slong,|s|toß,,toß,initial
669,198v,N015,#slong,|s|charpf,,charpf,initial
670,198v,N017,#slong,e|s||s|ich,e,|s|ich,medial
671,198v,N017,#slong,e|s||s|ich,e|s|,ich,medial
672,198v,N017,#slong,honig|s|am,honig,am,medial
673,198v,N019,#slong,di|s|e,di,e,medial
674,198v,N020,#slong,|s|peiß,,peiß,initial
675,198v,N023,#slong,|s|y,,y,initial
676,198v,N023,#slong,|s|y,,y,initial
677,198v,N023,#slong,|s|yeden,,yeden,initial
678,198v,N023,#slong,|s|maltz,,maltz,initial
679,198v,N023,#slong,wa|s||s|er,wa,|s|er,medial
680,198v,N023,#slong,wa|s||s|er,wa|s|,er,medial
681,198v,N025,#slong,e|s||s|ich,e,|s|ich,medial
682,198v,N025,#slong,e|s||s|ich,e|s|,ich,medial
683,198v,N025,#slong,|s|ode,,ode,initial
684,199r,N002,#slong,|s|ieden,,ieden,initial
685,199r,N003,#slong,ha|s|tu,ha,tu,medial
686,199r,N003,#slong,|s|o,,o,initial
687,199r,N005,#slong,ver|s|altz,ver,altz,medial
688,199r,N007,#slong,|s|y,,y,initial
689,199r,N008,#slong,|s|chon,,chon,initial
690,199r,N009,#slong,drey|s|tund,drey,tund,medial
691,199r,N009,#slong,e|s||s|ig,e,|s|ig,medial
692,199r,N009,#slong,e|s||s|ig,e|s|,ig,medial
693,199r,N010,#slong,|s|amen,,amen,initial
694,199r,N010,#slong,|s|affran,,affran,initial
695,199r,N011,#slong,|s|eig,,eig,initial
696,199r,N011,#slong,|s|ot,,ot,initial
697,199r,N012,#slong,|s|alcz,,alcz,initial
698,199r,N012,#slong,ma|s||s|en,ma,|s|en,medial
699,199r,N012,#slong,ma|s||s|en,ma|s|,en,medial
700,199r,N014,#slong,|s|all|s|en,,all|s|en,initial
701,199r,N014,#slong,|s|all|s|en,|s|all,en,medial
702,199r,N015,#slong,|s|altz,,altz,initial
703,199r,N016,#slong,e|s||s|ig,e,|s|ig,medial
704,199r,N016,#slong,e|s||s|ig,e|s|,ig,medial
705,199r,N017,#slong,wa|s||s|er-s-,wa,|s|er-s-,medial
706,199r,N017,#slong,wa|s||s|er-s-,wa|s|,er-s-,medial
707,199r,N017,#slong,|s|aur,,aur,initial
708,199r,N019,#slong,|s|wammen,,wammen,initial
709,199r,N020,#slong,|s|ol,,ol,initial
710,199r,N021,#slong,fri|s|chen,fri,chen,medial
711,199r,N022,#slong,|s|neid,,neid,initial
712,199r,N022,#slong,|s|ieden,,ieden,initial
713,199r,N023,#slong,|s|toß,,toß,initial
714,199r,N023,#slong,|s|chon,,chon,initial
715,199r,N024,#slong,|s|aluej,,aluej,initial
716,199v,N003,#slong,ro|s|t,ro,t,medial
717,199v,N004,#slong,|s|eindre,,eindre,initial
718,199v,N004,#slong,|s|al|s|en,,al|s|en,initial
719,199v,N004,#slong,|s|al|s|en,|s|al,en,medial
720,199v,N005,#slong,|s|to|s||s|e,,to|s||s|e,initial
721,199v,N005,#slong,|s|to|s||s|e,|s|to,|s|e,medial
722,199v,N005,#slong,|s|to|s||s|e,|s|to|s|,e,medial
723,199v,N005,#slong,|s|aur,,aur,initial
724,199v,N005,#slong,|s|amen,,amen,initial
725,199v,N006,#slong,|s|al|s|e,,al|s|e,initial
726,199v,N006,#slong,|s|al|s|e,|s|al,e,medial
727,199v,N007,#slong,i|s|t,i,t,medial
728,199v,N007,#slong,|s|cheffen,,cheffen,initial
729,199v,N007,#slong,ui|s|chen,ui,chen,medial
730,199v,N008,#slong,hai|s|t,hai,t,medial
731,199v,N008,#slong,agre|s|t,agre,t,medial
732,199v,N009,#slong,|s|all|s|en,,all|s|en,initial
733,199v,N009,#slong,|s|all|s|en,|s|all,en,medial
734,199v,N009,#slong,wei|s|e,wei,e,medial
735,199v,N009,#slong,a|s|lauch,a,lauch,medial
736,199v,N010,#slong,a|s|lauch,a,lauch,medial
737,199v,N010,#slong,|s|chell,,chell,initial
738,199v,N010,#slong,|s|aluej,,aluej,initial
739,199v,N011,#slong,e|s||s|ig,e,|s|ig,medial
740,199v,N011,#slong,e|s||s|ig,e|s|,ig,medial
741,199v,N012,#slong,di|s|e,di,e,medial
742,199v,N012,#slong,|s|al|s|e,,al|s|e,initial
743,199v,N012,#slong,|s|al|s|e,|s|al,e,medial
744,199v,N012,#slong,i|s|t,i,t,medial
745,199v,N013,#slong,|s|all|s|en,,all|s|en,initial
746,199v,N013,#slong,|s|all|s|en,|s|all,en,medial
747,199v,N013,#slong,|s|auren,,auren,initial
748,199v,N014,#slong,|s|aur,,aur,initial
749,199v,N014,#slong,|s|aluei,,aluei,initial
750,199v,N015,#slong,|s|chaubt,,chaubt,initial
751,199v,N015,#slong,|s|toß,,toß,initial
752,199v,N015,#slong,|s|amen,,amen,initial
753,199v,N016,#slong,|s|al-s-,,al-s-,initial
754,199v,N017,#slong,|s|all|s|en,,all|s|en,initial
755,199v,N017,#slong,|s|all|s|en,|s|all,en,medial
756,199v,N018,#slong,peter|s|ilg,peter,ilg,medial
757,199v,N018,#slong,|s|toß,,toß,initial
758,199v,N018,#slong,|s|amen,,amen,initial
759,199v,N019,#slong,peter|s|ilg,peter,ilg,medial
760,199v,N020,#slong,hai|s||s|et,hai,|s|et,medial
761,199v,N020,#slong,hai|s||s|et,hai|s|,et,medial
762,199v,N020,#slong,agre|s|t,agre,t,medial
763,199v,N022,#slong,fri|s|chen,fri,chen,medial
764,199v,N023,#slong,al|s|o,al,o,medial
765,199v,N023,#slong,|s|eud,,eud,initial
766,200r,N001,#slong,|s|toß,,toß,initial
767,200r,N001,#slong,ui|s|chen,ui,chen,medial
768,200r,N002,#slong,|s|affran,,affran,initial
769,200r,N003,#slong,ro|s|t,ro,t,medial
770,200r,N005,#slong,|s|y,,y,initial
771,200r,N005,#slong,|s|chon,,chon,initial
772,200r,N005,#slong,|s|iedendem,,iedendem,initial
773,200r,N006,#slong,wa|s||s|er,wa,|s|er,medial
774,200r,N006,#slong,wa|s||s|er,wa|s|,er,medial
775,200r,N006,#slong,lo|s|e,lo,e,medial
776,200r,N006,#slong,gro|s|ten,gro,ten,medial
777,200r,N006,#slong,|s|toß,,toß,initial
778,200r,N006,#slong,be|s|ten,be,ten,medial
779,200r,N007,#slong,mor|s|er,mor,er,medial
780,200r,N007,#slong,|s|y,,y,initial
781,200r,N007,#slong,fei|s|ten,fei,ten,medial
782,200r,N007,#slong,|s|o,,o,initial
783,200r,N008,#slong,|s|preng,,preng,initial
784,200r,N008,#slong,wa|s||s|er,wa,|s|er,medial
785,200r,N008,#slong,wa|s||s|er,wa|s|,er,medial
786,200r,N008,#slong,|s|y,,y,initial
787,200r,N009,#slong,wa|s||s|er,wa,|s|er,medial
788,200r,N009,#slong,wa|s||s|er,wa|s|,er,medial
789,200r,N009,#slong,|s|y,,y,initial
790,200r,N010,#slong,moe|s|er,moe,er,medial
791,200r,N011,#slong,|s|y,,y,initial
792,200r,N011,#slong,|s|y,,y,initial
793,200r,N011,#slong,|s|chutte,,chutte,initial
794,200r,N012,#slong,|s|y,,y,initial
795,200r,N013,#slong,aier|s|chal,aier,chal,medial
796,200r,N014,#slong,ge|s|ied,ge,ied,medial
797,200r,N014,#slong,|s|chon,,chon,initial
798,200r,N015,#slong,|s|tro,,tro,initial
799,200r,N016,#slong,|s|y,,y,initial
800,200r,N016,#slong,|s|iede,,iede,initial
801,200r,N017,#slong,ke|s|e,ke,e,medial
802,200r,N018,#slong,|s|o,,o,initial
803,200r,N018,#slong,|s|affran-s-,,affran-s-,initial
804,200r,N020,#slong,rintflai|s|ch,rintflai,ch,medial
805,200r,N020,#slong,|s|ieden,,ieden,initial
806,200r,N020,#slong,a|s|lauch,a,lauch,medial
807,200r,N021,#slong,rintflai|s|ch,rintflai,ch,medial
808,200r,N021,#slong,er|s|ten,er,ten,medial
809,200r,N022,#slong,|s|eud,,eud,initial
810,200r,N022,#slong,a|s|lauch,a,lauch,medial
811,200r,N023,#slong,|s|ieden,,ieden,initial
812,200r,N023,#slong,fei|s|tem,fei,tem,medial
813,200r,N024,#slong,|s|ode,,ode,initial
814,200r,N025,#slong,|s|ol,,ol,initial
815,200v,N001,#slong,|s|ey,,ey,initial
816,200v,N002,#slong,|s|neid,,neid,initial
817,200v,N003,#slong,|s|toß,,toß,initial
818,200v,N003,#slong,|s|ey,,ey,initial
819,200v,N004,#slong,|s|ey,,ey,initial
820,200v,N004,#slong,wa|s||s|er,wa,|s|er,medial
821,200v,N004,#slong,wa|s||s|er,wa|s|,er,medial
822,200v,N004,#slong,|s|eiche,,eiche,initial
823,200v,N004,#slong,|s|ecz,,ecz,initial
824,200v,N005,#slong,|s|eud,,eud,initial
825,200v,N006,#slong,be|s|under,be,under,medial
826,200v,N006,#slong,|s|alcz,,alcz,initial
827,200v,N006,#slong,|s|eud,,eud,initial
828,200v,N007,#slong,|s|od,,od,initial
829,200v,N007,#slong,|s|y,,y,initial
830,200v,N007,#slong,|s|ey,,ey,initial
831,200v,N007,#slong,ge|s|oten,ge,oten,medial
832,200v,N008,#slong,|s|u|s||s|e,,u|s||s|e,initial
833,200v,N008,#slong,|s|u|s||s|e,|s|u,|s|e,medial
834,200v,N008,#slong,|s|u|s||s|e,|s|u|s|,e,medial
835,200v,N008,#slong,|s|ech-s-,,ech-s-,initial
836,200v,N009,#slong,|s|chell,,chell,initial
837,200v,N009,#slong,|s|chon,,chon,initial
838,200v,N010,#slong,|s|toß,,toß,initial
839,200v,N010,#slong,|s|y,,y,initial
840,200v,N010,#slong,|s|alcz,,alcz,initial
841,200v,N011,#slong,|s|affran,,affran,initial
842,200v,N013,#slong,|s|y,,y,initial
843,200v,N013,#slong,|s|y,,y,initial
844,200v,N015,#slong,|s|pei-s-,,pei-s-,initial
845,200v,N016,#slong,|s|chonem,,chonem,initial
846,200v,N016,#slong,|s|chon,,chon,initial
847,200v,N017,#slong,|s|chell,,chell,initial
848,200v,N017,#slong,|s|y,,y,initial
849,200v,N017,#slong,|s|chab,,chab,initial
850,200v,N017,#slong,|s|y,,y,initial
851,200v,N017,#slong,|s|peck,,peck,initial
852,200v,N019,#slong,|s|maltz,,maltz,initial
853,200v,N020,#slong,flai|s|ch,flai,ch,medial
854,200v,N020,#slong,i|s|t,i,t,medial
855,200v,N022,#slong,|s|peck,,peck,initial
856,200v,N023,#slong,|s|chab,,chab,initial
857,200v,N023,#slong,ge|s|otten,ge,otten,medial
858,200v,N023,#slong,|s|peck,,peck,initial
859,200v,N026,#slong,|s|malcz,,malcz,initial
860,201r,N001,#slong,-S-pi|s|ße,-S-pi,ße,medial
861,201r,N002,#slong,ge|s|otten,ge,otten,medial
862,201r,N002,#slong,|s|lach,,lach,initial
863,201r,N002,#slong,|s|ib,,ib,initial
864,201r,N003,#slong,|s|lach,,lach,initial
865,201r,N003,#slong,|s|int,,int,initial
866,201r,N004,#slong,|s|eud,,eud,initial
867,201r,N004,#slong,vai|s|t,vai,t,medial
868,201r,N004,#slong,|s|y,,y,initial
869,201r,N005,#slong,|s|neid,,neid,initial
870,201r,N005,#slong,|s|y,,y,initial
871,201r,N005,#slong,|s|teck,,teck,initial
872,201r,N005,#slong,|s|y,,y,initial
873,201r,N005,#slong,|s|piß,,piß,initial
874,201r,N006,#slong,|s|y,,y,initial
875,201r,N006,#slong,be|s|lach,be,lach,medial
876,201r,N006,#slong,|s|y,,y,initial
877,201r,N007,#slong,|s|y,,y,initial
878,201r,N008,#slong,|s|piße,,piße,initial
879,201r,N009,#slong,fri|s|ch,fri,ch,medial
880,201r,N009,#slong,|s|chell,,chell,initial
881,201r,N010,#slong,|s|y,,y,initial
882,201r,N010,#slong,ge|s|oten,ge,oten,medial
883,201r,N011,#slong,|s|chon-s-,,chon-s-,initial
884,201r,N011,#slong,|s|amen,,amen,initial
885,201r,N012,#slong,|s|o,,o,initial
886,201r,N012,#slong,dike|s|t,dike,t,medial
887,201r,N012,#slong,mag|s|t,mag,t,medial
888,201r,N013,#slong,|s|ieden,,ieden,initial
889,201r,N014,#slong,|s|affran,,affran,initial
890,201r,N014,#slong,vei|s|t,vei,t,medial
891,201r,N015,#slong,|s|neid,,neid,initial
892,201r,N015,#slong,mor|s|ellen,mor,ellen,medial
893,201r,N016,#slong,i|s|t,i,t,medial
894,201r,N016,#slong,bi|s||s|en,bi,|s|en,medial
895,201r,N016,#slong,bi|s||s|en,bi|s|,en,medial
896,201r,N016,#slong,|s|teck,,teck,initial
897,201r,N016,#slong,|s|pi|s|ß,,pi|s|ß,initial
898,201r,N016,#slong,|s|pi|s|ß,|s|pi,ß,medial
899,201r,N017,#slong,be|s|lach,be,lach,medial
900,201r,N019,#slong,Compo|s|tpeter,Compo,tpeter,medial
901,201r,N020,#slong,e|s||s|ig,e,|s|ig,medial
902,201r,N020,#slong,e|s||s|ig,e|s|,ig,medial
903,201r,N021,#slong,|s|affran,,affran,initial
904,201r,N022,#slong,|s|enff,,enff,initial
905,201r,N023,#slong,|s|ulcz,,ulcz,initial
906,201r,N024,#slong,honig|s|am,honig,am,medial
907,201r,N024,#slong,|s|ieden,,ieden,initial
908,201r,N025,#slong,ge|s|to|s||s|en,ge,to|s||s|en,medial
909,201r,N025,#slong,ge|s|to|s||s|en,ge|s|to,|s|en,medial
910,201r,N025,#slong,ge|s|to|s||s|en,ge|s|to|s|,en,medial
911,201v,N001,#slong,|s|toß,,toß,initial
912,201v,N002,#slong,|s|tarck,,tarck,initial
913,201v,N002,#slong,|s|chin,,chin,initial
914,201v,N003,#slong,|s|iden,,iden,initial
915,201v,N004,#slong,|s|ol,,ol,initial
916,201v,N004,#slong,e|s||s|en,e,|s|en,medial
917,201v,N004,#slong,e|s||s|en,e|s|,en,medial
918,201v,N005,#slong,gero|s|t,gero,t,medial
919,201v,N006,#slong,|s|ol,,ol,initial
920,201v,N006,#slong,ro|s|ten,ro,ten,medial
921,201v,N006,#slong,|s|nit,,nit,initial
922,201v,N007,#slong,|s|emeln,,emeln,initial
923,201v,N007,#slong,|s|malcz,,malcz,initial
924,201v,N007,#slong,|s|neit,,neit,initial
925,201v,N008,#slong,bi|s||s|en,bi,|s|en,medial
926,201v,N008,#slong,bi|s||s|en,bi|s|,en,medial
927,201v,N009,#slong,|s|ech-s-,,ech-s-,initial
928,201v,N011,#slong,|s|lach,,lach,initial
929,201v,N012,#slong,|s|ie,,ie,initial
930,201v,N013,#slong,be|s|under,be,under,medial
931,201v,N013,#slong,|s|amen,,amen,initial
932,201v,N014,#slong,|s|chu|s||s|el,,chu|s||s|el,initial
933,201v,N014,#slong,|s|chu|s||s|el,|s|chu,|s|el,medial
934,201v,N014,#slong,|s|chu|s||s|el,|s|chu|s|,el,medial
935,201v,N015,#slong,|s|neid,,neid,initial
936,201v,N016,#slong,hai|s||s|en,hai,|s|en,medial
937,201v,N016,#slong,hai|s||s|en,hai|s|,en,medial
938,201v,N018,#slong,gero|s|t,gero,t,medial
939,201v,N020,#slong,|s|ol,,ol,initial
940,201v,N020,#slong,|s|peck,,peck,initial
941,201v,N022,#slong,|s|malcz,,malcz,initial
942,201v,N022,#slong,|s|chell,,chell,initial
943,201v,N022,#slong,|s|aur,,aur,initial
944,201v,N022,#slong,|s|neid,,neid,initial
945,201v,N023,#slong,|s|cheiben,,cheiben,initial
946,201v,N023,#slong,|s|y,,y,initial
947,201v,N024,#slong,|s|malcz,,malcz,initial
948,201v,N024,#slong,|s|o,,o,initial
949,201v,N026,#slong,er|s|ten,er,ten,medial
950,201v,N026,#slong,|s|chilt,,chilt,initial
951,202r,N001,#slong,|s|o,,o,initial
952,202r,N002,#slong,|s|amen,,amen,initial
953,202r,N002,#slong,|s|turtz,,turtz,initial
954,202r,N002,#slong,|s|chu|s||s|el,,chu|s||s|el,initial
955,202r,N002,#slong,|s|chu|s||s|el,|s|chu,|s|el,medial
956,202r,N002,#slong,|s|chu|s||s|el,|s|chu|s|,el,medial
957,202r,N003,#slong,|s|neid,,neid,initial
958,202r,N003,#slong,ven|s|ter,ven,ter,medial
959,202r,N005,#slong,hai|s||s|en,hai,|s|en,medial
960,202r,N005,#slong,hai|s||s|en,hai|s|,en,medial
961,202r,N007,#slong,peter|s|ilg,peter,ilg,medial
962,202r,N007,#slong,|s|aluej,,aluej,initial
963,202r,N008,#slong,tu|s|tel,tu,tel,medial
964,202r,N009,#slong,|s|amen,,amen,initial
965,202r,N009,#slong,ke|s|ß,ke,ß,medial
966,202r,N011,#slong,|s|ind,,ind,initial
967,202r,N011,#slong,reu|s|ch,reu,ch,medial
968,202r,N013,#slong,vi|s|chen,vi,chen,medial
969,202r,N014,#slong,|s|olt,,olt,initial
970,202r,N014,#slong,vi|s|ch,vi,ch,medial
971,202r,N015,#slong,i|s|t,i,t,medial
972,202r,N015,#slong,e|s||s|ig,e,|s|ig,medial
973,202r,N015,#slong,e|s||s|ig,e|s|,ig,medial
974,202r,N017,#slong,|s|malcz,,malcz,initial
975,202r,N018,#slong,i|s|t,i,t,medial
976,202r,N018,#slong,ver|s|alcz,ver,alcz,medial
977,202r,N019,#slong,vi|s|chen,vi,chen,medial
978,202r,N020,#slong,per|s|chß,per,chß,medial
979,202r,N021,#slong,vi|s|ch,vi,ch,medial
980,202r,N022,#slong,ge|s|nitten,ge,nitten,medial
981,202r,N023,#slong,|s|malcz,,malcz,initial
982,202r,N025,#slong,|s|cheuß,,cheuß,initial
983,202v,N001,#slong,vi|s|chen,vi,chen,medial
984,202v,N002,#slong,fi|s|ch,fi,ch,medial
985,202v,N002,#slong,|s|y,,y,initial
986,202v,N002,#slong,|s|malcz,,malcz,initial
987,202v,N003,#slong,|s|ey,,ey,initial
988,202v,N004,#slong,|s|malcz,,malcz,initial
989,202v,N007,#slong,uer|s|alcz,uer,alcz,medial
990,202v,N008,#slong,vi|s|chen,vi,chen,medial
991,202v,N009,#slong,ui|s|ch,ui,ch,medial
992,202v,N009,#slong,i|s|t,i,t,medial
993,202v,N010,#slong,|s|otten,,otten,initial
994,202v,N010,#slong,|s|neide,,neide,initial
995,202v,N010,#slong,|s|y,,y,initial
996,202v,N011,#slong,i|s|t,i,t,medial
997,202v,N012,#slong,|s|o,,o,initial
998,202v,N012,#slong,va|s|tet,va,tet,medial
999,202v,N013,#slong,nu|s|-s-,nu,-s-,medial
1000,202v,N013,#slong,|s|toß,,toß,initial
1001,202v,N013,#slong,mor|s|er,mor,er,medial
1002,202v,N014,#slong,|s|neide,,neide,initial
1003,202v,N014,#slong,|s|y,,y,initial
1004,202v,N015,#slong,|s|y,,y,initial
1005,202v,N015,#slong,|s|ey,,ey,initial
1006,202v,N016,#slong,|s|ind,,ind,initial
1007,202v,N016,#slong,|s|y,,y,initial
1008,202v,N016,#slong,|s|y,,y,initial
1009,202v,N017,#slong,|s|y,,y,initial
1010,202v,N018,#slong,nu|s||s|en,nu,|s|en,medial
1011,202v,N018,#slong,nu|s||s|en,nu|s|,en,medial
1012,202v,N019,#slong,nu|s||s|en,nu,|s|en,medial
1013,202v,N019,#slong,nu|s||s|en,nu|s|,en,medial
1014,202v,N019,#slong,|s|neid,,neid,initial
1015,202v,N020,#slong,ro|s|t,ro,t,medial
1016,202v,N020,#slong,|s|y,,y,initial
1017,202v,N022,#slong,|s|ein,,ein,initial
1018,202v,N024,#slong,|s|alcz,,alcz,initial
1019,202v,N025,#slong,welhi|s|chen,welhi,chen,medial
1020,203r,N001,#slong,weli|s|ch,weli,ch,medial
1021,203r,N002,#slong,|s|toß,,toß,initial
1022,203r,N002,#slong,|s|y,,y,initial
1023,203r,N003,#slong,|s|y,,y,initial
1024,203r,N003,#slong,ver|s|alcz,ver,alcz,medial
1025,203r,N005,#slong,ua|s|ten,ua,ten,medial
1026,203r,N006,#slong,ber|s|ige,ber,ige,medial
1027,203r,N007,#slong,|s|ol,,ol,initial
1028,203r,N007,#slong,hai|s||s|en,hai,|s|en,medial
1029,203r,N007,#slong,hai|s||s|en,hai|s|,en,medial
1030,203r,N007,#slong,Iheru|s|alem,Iheru,alem,medial
1031,203r,N008,#slong,i|s|t,i,t,medial
1032,203r,N009,#slong,Haydeni|s|ch,Haydeni,ch,medial
1033,203r,N010,#slong,|s|toß,,toß,initial
1034,203r,N011,#slong,|s|y,,y,initial
1035,203r,N012,#slong,|s|o,,o,initial
1036,203r,N012,#slong,|s|y,,y,initial
1037,203r,N012,#slong,pe|s|te,pe,te,medial
1038,203r,N013,#slong,ko|s|t,ko,t,medial
1039,203r,N014,#slong,wey|s||s|em,wey,|s|em,medial
1040,203r,N014,#slong,wey|s||s|em,wey|s|,em,medial
1041,203r,N015,#slong,wey|s||s|en,wey,|s|en,medial
1042,203r,N015,#slong,wey|s||s|en,wey|s|,en,medial
1043,203r,N017,#slong,ge|s|otten,ge,otten,medial
1044,203r,N019,#slong,|s|neide,,neide,initial
1045,203r,N020,#slong,|s|u|s||s|e,,u|s||s|e,initial
1046,203r,N020,#slong,|s|u|s||s|e,|s|u,|s|e,medial
1047,203r,N020,#slong,|s|u|s||s|e,|s|u|s|,e,medial
1048,203r,N021,#slong,|s|emeln,,emeln,initial
1049,203r,N021,#slong,|s|neid,,neid,initial
1050,203r,N022,#slong,|s|eud,,eud,initial
1051,203r,N023,#slong,|s|malcz,,malcz,initial
1052,203r,N023,#slong,ver|s|alcz,ver,alcz,medial
1053,203v,N001,#slong,|s|lahe,,lahe,initial
1054,203v,N001,#slong,|s|y,,y,initial
1055,203v,N001,#slong,|s|emel,,emel,initial
1056,203v,N003,#slong,ge|s|ied,ge,ied,medial
1057,203v,N004,#slong,|s|malcz,,malcz,initial
1058,203v,N007,#slong,|s|neid,,neid,initial
1059,203v,N008,#slong,|s|y,,y,initial
1060,203v,N009,#slong,|s|neid,,neid,initial
1061,203v,N010,#slong,|s|eud,,eud,initial
1062,203v,N013,#slong,|s|chell,,chell,initial
1063,203v,N013,#slong,|s|neid,,neid,initial
1064,203v,N014,#slong,wa|s||s|er,wa,|s|er,medial
1065,203v,N014,#slong,wa|s||s|er,wa|s|,er,medial
1066,203v,N014,#slong,|s|eud,,eud,initial
1067,203v,N014,#slong,|s|y,,y,initial
1068,203v,N014,#slong,|s|y,,y,initial
1069,203v,N015,#slong,|s|alcz,,alcz,initial
1070,203v,N015,#slong,|s|lahe,,lahe,initial
1071,203v,N016,#slong,|s|y,,y,initial
1072,203v,N016,#slong,uer|s|altz,uer,altz,medial
1073,203v,N018,#slong,|s|eud,,eud,initial
1074,203v,N019,#slong,|s|chon,,chon,initial
1075,203v,N019,#slong,mor|s|er,mor,er,medial
1076,203v,N019,#slong,|s|toß,,toß,initial
1077,203v,N019,#slong,|s|y,,y,initial
1078,203v,N020,#slong,|s|lach,,lach,initial
1079,203v,N021,#slong,|s|eud,,eud,initial
1080,203v,N022,#slong,uer|s|altz,uer,altz,medial
1081,203v,N024,#slong,|s|emlein,,emlein,initial
1082,203v,N024,#slong,|s|neid,,neid,initial
1083,204r,N001,#slong,|s|neid,,neid,initial
1084,204r,N002,#slong,ro|s|t,ro,t,medial
1085,204r,N002,#slong,|s|malcz,,malcz,initial
1086,204r,N004,#slong,|s|chotten,,chotten,initial
1087,204r,N005,#slong,|s|toß,,toß,initial
1088,204r,N005,#slong,mor|s|er,mor,er,medial
1089,204r,N006,#slong,|s|chut,,chut,initial
1090,204r,N007,#slong,|s|chon,,chon,initial
